date,Q,CD,HD,lnQ,month_name,dlnQ,dCD,dHD,DX70,DX90,days_in_month,prop_days_over_90,prop_days_under_70
2015-09-01,3529,24.866666666666667,0.0,8.16876982367527,Sep,-0.2233135566981232,-6.778494623655913,0.0,30,30,30,1.0,0.0
2015-10-01,2556,14.387096774193548,0.0,7.846198815497425,Oct,-0.3225710081778441,-10.47956989247312,0.0,31,16,31,0.5161290322580645,0.0
2015-11-01,1869,1.3,4.2,7.533158807455563,Nov,-0.3130400080418622,-13.087096774193547,4.2,18,0,30,0.0,0.4
2015-12-01,2533,0.0,10.806451612903226,7.837159650001675,Dec,0.3040008425461122,-1.3,6.606451612903226,10,0,31,0.0,0.6774193548387096
2016-01-01,2516,0.0,9.35483870967742,7.830425617820331,Jan,-0.0067340321813444,0.0,-1.451612903225806,12,0,31,0.0,0.6129032258064516
2016-02-01,1954,3.724137931034482,3.0,7.577633832602728,Feb,-0.2527917852176031,3.724137931034482,-6.35483870967742,24,1,29,0.034482758620689655,0.1724137931034483
2016-03-01,1854,5.064516129032258,0.5806451612903226,7.5251007461258,Mar,-0.0525330864769273,1.3403781979977754,-2.4193548387096775,30,5,31,0.16129032258064516,0.03225806451612903
2016-04-01,1961,8.5,0.0,7.581209826196346,Apr,0.0561090800705459,3.435483870967742,-0.5806451612903226,30,8,30,0.26666666666666666,0.0
2016-05-01,2511,14.903225806451612,0.0,7.828436359157585,May,0.2472265329612391,6.403225806451612,0.0,31,21,31,0.6774193548387096,0.0
2016-06-01,4026,29.766666666666666,0.0,8.300528606199737,Jun,0.472092247042152,14.863440860215054,0.0,30,30,30,1.0,0.0
2016-07-01,4674,32.12903225806452,0.0,8.449770515098804,Jul,0.1492419088990662,2.362365591397854,0.0,31,31,31,1.0,0.0
2016-08-01,4210,26.870967741935484,0.0,8.345217926676428,Aug,-0.1045525884223756,-5.258064516129036,0.0,31,31,31,1.0,0.0
2016-09-01,3216,21.6,0.0,8.075893630298857,Sep,-0.2693242963775706,-5.270967741935483,0.0,30,25,30,0.8333333333333334,0.0
2016-10-01,2596,15.96774193548387,0.0,7.86172707782398,Oct,-0.214166552474877,-5.632258064516131,0.0,31,27,31,0.8709677419354839,0.0
2016-11-01,1919,4.266666666666667,2.0,7.5595594960077,Nov,-0.3021675818162803,-11.701075268817204,2.0,26,1,30,0.03333333333333333,0.13333333333333333
2016-12-01,2253,0.0,7.129032258064516,7.720017940432244,Dec,0.1604584444245445,-4.266666666666667,5.129032258064516,16,0,31,0.0,0.4838709677419355
2017-01-01,2390,0.0,9.935483870967742,7.779048644925556,Jan,0.0590307044933116,0.0,2.806451612903226,5,0,31,0.0,0.8387096774193549
2017-02-01,1850,0.6428571428571429,3.75,7.52294091807237,Feb,-0.2561077268531857,0.6428571428571429,-6.185483870967742,19,0,28,0.0,0.32142857142857145
2017-03-01,2042,6.419354838709677,0.7741935483870968,7.621684998724611,Mar,0.0987440806522403,5.776497695852534,-2.975806451612903,30,10,31,0.3225806451612903,0.03225806451612903
2017-04-01,2121,10.333333333333334,0.0666666666666666,7.659642954564682,Apr,0.0379579558400715,3.913978494623657,-0.7075268817204301,30,16,30,0.5333333333333333,0.0
2017-05-01,2739,16.838709677419356,0.0,7.915348169263078,May,0.2557052146983958,6.505376344086022,-0.0666666666666666,31,22,31,0.7096774193548387,0.0
2017-06-01,4119,29.666666666666668,0.0,8.323365694436081,Jun,0.4080175251730029,12.827956989247312,0.0,30,30,30,1.0,0.0
2017-07-01,4645,30.0,0.0,8.443546651247939,Jul,0.1201809568118577,0.3333333333333321,0.0,31,31,31,1.0,0.0
2017-08-01,4303,29.0,0.0,8.3670677328386,Aug,-0.0764789184093395,-1.0,0.0,31,31,31,1.0,0.0
2017-09-01,3470,22.833333333333332,0.0,8.151909872940905,Sep,-0.2151578598976939,-6.166666666666668,0.0,30,26,30,0.8666666666666667,0.0
2017-10-01,2557,15.483870967741936,0.0,7.846589975291186,Oct,-0.3053198976497189,-7.349462365591396,0.0,31,26,31,0.8387096774193549,0.0
2017-11-01,1929,6.233333333333333,0.0333333333333333,7.564757012905729,Nov,-0.2818329623854572,-9.250537634408602,0.0333333333333333,30,0,30,0.0,0.0
2017-12-01,2198,0.5806451612903226,6.483870967741935,7.6953031349635665,Dec,0.1305461220578374,-5.65268817204301,6.450537634408602,19,0,31,0.0,0.3870967741935484
2018-01-01,2170,0.3225806451612903,4.161290322580645,7.682482446534506,Jan,-0.0128206884290609,-0.2580645161290323,-2.32258064516129,26,0,31,0.0,0.16129032258064516
2018-02-01,1897,0.2857142857142857,5.535714285714286,7.5480289699350145,Feb,-0.1344534765994911,-0.0368663594470046,1.3744239631336406,14,0,28,0.0,0.5
2018-03-01,1983,3.096774193548387,1.2580645161290325,7.592366128519796,Mar,0.0443371585847813,2.8110599078341014,-4.277649769585254,29,1,31,0.03225806451612903,0.06451612903225806
