earn_per_hour,age,grade92,sex,race,marital,ownchild,emp_class,uhours
20.65,42,34,2,1,7,2,"Private, For Profit",40
12.0,26,43,2,1,7,0,"Private, For Profit",20
12.5,30,43,1,1,7,0,Government - State,20
31.15375,59,43,1,1,1,0,Government - Local,40
28.845999999999997,60,44,2,1,1,0,Government - State,40
16.75,56,40,2,1,5,0,"Private, For Profit",36
23.076,43,38,2,1,7,1,"Private, For Profit",10
45.673,44,37,1,1,5,1,"Private, For Profit",40
8.1,30,36,2,1,1,3,"Private, For Profit",20
20.673,48,33,1,1,1,3,Government - Local,40
21.6345,55,42,2,1,5,0,Government - Local,40
9.2305,21,40,1,1,7,0,"Private, For Profit",20
28.845999999999997,34,40,1,1,1,2,"Private, For Profit",40
21.15375,33,43,2,1,1,2,"Private, For Profit",40
20.0,38,40,1,1,1,3,"Private, For Profit",30
36.0,36,43,2,1,1,3,Government - Local,40
38.45,55,43,1,1,1,0,"Private, For Profit",40
46.15375,46,43,1,4,1,3,"Private, For Profit",40
16.25,46,43,2,4,1,3,"Private, For Profit",40
14.422999999999998,40,39,1,1,7,0,Government - Local,40
27.0,61,39,1,1,5,0,Government - Local,40
14.375,57,40,2,1,5,0,"Private, For Profit",40
32.675,23,43,2,1,7,0,Government - State,40
48.95090909090909,50,43,1,1,5,0,"Private, For Profit",55
42.775,38,43,2,1,7,0,"Private, For Profit",40
38.5,31,42,1,1,1,1,"Private, For Profit",60
8.741090909090909,53,39,2,1,5,0,"Private, For Profit",55
31.69901098901099,34,42,1,1,1,2,"Private, For Profit",91
20.0,35,40,2,1,1,2,"Private, For Profit",8
43.269,54,44,1,1,1,0,"Private, For Profit",40
25.0,52,41,1,2,1,1,"Private, For Profit",40
18.75,32,39,1,1,1,0,"Private, For Profit",40
11.84,30,39,2,1,1,0,"Private, For Profit",40
48.075,30,43,1,1,7,0,"Private, For Profit",40
10.308823529411764,26,40,1,1,7,0,"Private, For Profit",34
13.5,30,40,1,1,7,0,"Private, For Profit",34
46.15,31,41,1,2,1,2,"Private, For Profit",40
15.0,28,39,2,2,1,2,"Private, For Profit",40
24.025,43,43,2,1,7,0,"Private, For Profit",40
15.25,27,43,2,1,1,0,"Private, For Profit",40
9.0,21,40,2,1,7,0,"Private, For Profit",28
42.775,39,44,1,4,1,2,"Private, For Profit",40
19.7115,36,44,2,1,7,2,Government - Local,40
23.5,47,42,2,1,1,0,Government - Local,40
23.304,48,39,1,1,1,0,Government - Local,50
15.54,27,39,1,1,7,0,Government - Local,40
21.625,31,44,2,1,7,0,Government - State,40
18.25,60,39,2,4,1,0,"Private, For Profit",40
21.14,39,39,1,4,1,0,"Private, For Profit",50
19.700000000000003,62,39,2,2,5,0,"Private, For Profit",36
9.0,25,41,1,2,7,0,"Private, For Profit",40
18.3,33,39,1,1,7,0,"Private, For Profit",40
16.0,60,39,2,2,4,0,"Private, For Profit",40
20.19225,27,44,2,1,1,0,"Private, For Profit",40
8.0,21,40,2,1,7,0,"Private, For Profit",20
35.0,35,43,2,1,1,1,"Private, For Profit",10
1.5584415584415583,58,36,2,2,5,0,"Private, For Profit",77
40.86525,29,43,1,1,7,0,"Private, For Profit",40
21.625,31,43,1,4,7,0,"Private, For Profit",40
50.0,58,40,1,1,6,0,"Private, For Profit",50
11.11111111111111,60,37,2,1,5,0,"Private, For Profit",36
19.03825,34,42,1,1,7,0,"Private, For Profit",40
27.5,26,43,1,1,7,0,"Private, For Profit",40
33.65,27,43,2,1,7,0,"Private, For Profit",40
20.0,59,43,1,1,1,0,"Private, For Profit",45
9.61525,37,33,1,1,1,2,"Private, For Profit",40
23.589555555555556,36,44,2,1,7,0,Government - Local,45
29.720181818181818,38,43,1,1,7,0,"Private, For Profit",55
20.5,60,43,1,1,4,0,Government - State,40
20.23,59,43,2,1,4,0,Government - State,40
21.6345,28,44,2,1,1,0,Government - Local,40
26.538400000000003,37,45,1,1,1,0,Government - State,50
13.666666666666666,26,39,2,1,7,1,"Private, For Profit",45
47.596,57,44,1,1,1,0,Government - Federal,40
31.25,59,44,2,1,1,0,"Private, For Profit",40
42.458333333333336,51,43,1,1,5,0,"Private, For Profit",24
15.3846,49,41,2,1,1,2,"Private, For Profit",50
51.923,58,40,2,1,4,0,"Private, For Profit",50
10.0,59,40,2,1,4,0,"Private, For Profit",50
43.023809523809526,57,44,1,1,1,0,"Private, Nonprofit",42
20.0,35,39,1,1,7,0,Government - State,40
38.4615,29,43,1,1,7,0,"Private, For Profit",40
17.42222222222222,29,46,2,1,7,0,"Private, For Profit",45
18.0,27,44,1,1,1,2,Government - State,10
11.25,46,40,2,10,1,1,"Private, For Profit",25
12.442941176470589,37,43,2,1,1,0,Government - State,17
27.0,51,44,1,1,1,2,"Private, For Profit",40
42.0,53,43,1,1,5,0,"Private, For Profit",40
8.5,19,37,1,1,7,0,"Private, For Profit",25
16.825,31,39,2,1,7,1,"Private, For Profit",40
46.61525,59,40,1,1,7,0,Government - Federal,40
21.36733333333333,38,40,2,1,7,1,"Private, For Profit",45
48.075,32,43,1,1,1,0,"Private, For Profit",40
13.0,27,39,1,1,7,1,"Private, For Profit",40
15.0,27,39,2,1,7,1,Government - Federal,40
8.5,19,40,2,1,7,0,"Private, For Profit",18
9.0,21,40,1,1,7,0,"Private, For Profit",16
10.0,25,43,1,1,7,0,"Private, For Profit",12
20.0,50,43,2,1,1,0,Government - Local,50
9.0,39,39,1,1,7,0,"Private, For Profit",40
33.65,30,43,2,1,7,1,"Private, For Profit",40
25.0,27,39,1,1,7,0,"Private, For Profit",40
27.884500000000003,28,43,2,1,7,0,Government - Local,40
15.0,40,43,1,1,7,2,"Private, For Profit",40
12.5,50,33,1,1,1,4,"Private, For Profit",40
41.20871428571429,51,45,1,1,1,3,"Private, For Profit",70
48.46,55,43,1,1,1,0,"Private, For Profit",50
50.0,52,43,2,1,1,1,"Private, For Profit",50
46.1538,52,44,1,1,1,1,Government - Federal,50
8.75,17,36,1,1,7,0,"Private, For Profit",10
14.75,20,40,2,1,7,0,"Private, For Profit",20
17.307499999999997,34,40,1,1,5,0,Government - Local,40
23.0,63,39,2,1,5,0,"Private, For Profit",20
26.44225,46,43,2,1,1,1,"Private, For Profit",40
21.67,34,41,2,1,1,3,"Private, For Profit",35
20.0,33,41,1,1,1,3,"Private, For Profit",40
80.128,39,43,1,1,6,0,"Private, For Profit",30
31.1538,39,43,1,1,1,0,"Private, For Profit",50
20.0,24,43,2,1,7,0,"Private, For Profit",40
26.666666666666668,22,40,2,1,7,0,"Private, For Profit",30
26.975,58,40,1,1,1,2,"Private, Nonprofit",40
31.25,55,42,2,1,1,2,"Private, For Profit",40
8.0,16,35,1,1,7,0,"Private, For Profit",15
28.0,34,44,2,1,5,2,"Private, For Profit",50
8.525,23,40,2,1,7,0,"Private, For Profit",40
23.3125,24,43,1,1,7,0,"Private, For Profit",40
13.0,22,43,2,1,7,0,"Private, For Profit",30
14.422999999999998,25,42,2,1,1,1,"Private, For Profit",40
48.07675,36,43,2,1,1,2,"Private, For Profit",40
28.077,39,43,1,1,1,2,Government - Federal,50
14.422999999999998,53,39,2,1,1,0,"Private, For Profit",40
67.3075,43,44,1,1,1,3,"Private, For Profit",40
43.269,41,44,2,1,1,3,"Private, For Profit",40
14.85,30,43,2,1,6,3,"Private, For Profit",35
16.923076923076923,36,43,2,1,4,0,"Private, For Profit",65
18.269,35,39,1,7,1,2,"Private, For Profit",40
16.82675,34,39,2,1,1,2,"Private, For Profit",40
28.825,54,44,1,1,1,0,"Private, For Profit",40
42.775,48,43,2,1,1,0,"Private, For Profit",40
10.0,18,37,1,1,7,0,"Private, For Profit",5
42.78825,48,43,2,1,3,1,"Private, For Profit",40
8.23,35,39,2,2,5,2,"Private, For Profit",34
13.846,53,42,2,1,5,0,"Private, For Profit",40
18.0,53,33,1,1,1,1,"Private, For Profit",40
15.15,56,39,2,1,1,0,Government - Federal,40
17.3,61,39,1,1,1,0,"Private, For Profit",40
17.6922,32,43,1,1,1,1,"Private, For Profit",50
8.0,31,43,2,1,1,1,"Private, For Profit",15
64.10244444444444,43,44,1,1,1,1,"Private, For Profit",45
50.0,43,46,2,1,1,1,"Private, Nonprofit",25
18.218421052631577,57,39,2,1,1,0,"Private, For Profit",38
36.43710526315789,55,39,2,1,1,0,"Private, For Profit",38
26.44225,55,43,1,1,1,0,"Private, For Profit",40
10.256333333333334,23,41,2,1,7,0,"Private, For Profit",30
12.28,20,41,2,1,7,0,"Private, For Profit",25
35.47,37,43,2,1,5,2,"Private, For Profit",45
12.0,25,40,2,8,7,0,Government - State,4
36.0575,40,40,1,1,1,0,"Private, For Profit",40
37.5,44,43,2,1,1,0,"Private, For Profit",40
10.75,48,39,2,1,1,1,"Private, For Profit",40
10.0,52,44,1,1,1,1,Government - Federal,55
8.470588235294118,22,40,2,1,7,0,"Private, For Profit",17
30.2,37,43,2,4,1,3,"Private, For Profit",35
48.07675,49,43,2,1,5,2,"Private, For Profit",40
12.019,39,40,2,1,1,2,"Private, For Profit",40
11.0,39,42,2,1,1,2,"Private, For Profit",30
28.571428571428573,43,41,1,1,1,2,"Private, For Profit",70
5.8533333333333335,19,40,2,1,1,0,"Private, For Profit",30
15.25,26,43,2,1,1,0,"Private, For Profit",40
8.0,23,37,2,1,7,0,"Private, For Profit",20
39.09394736842105,54,39,2,1,5,0,"Private, For Profit",38
43.16222222222222,37,44,2,1,1,0,"Private, For Profit",45
24.03825,58,38,1,1,1,0,"Private, For Profit",40
15.86525,58,38,2,1,1,0,"Private, For Profit",40
24.0375,34,44,1,1,1,0,"Private, For Profit",80
28.0,28,43,2,1,1,0,"Private, For Profit",50
8.75,61,39,1,1,1,0,"Private, For Profit",40
10.0,60,39,2,1,1,0,"Private, For Profit",40
31.0,64,43,1,1,4,0,"Private, Nonprofit",7
18.0,50,39,1,1,1,0,Government - Local,40
24.025,50,43,2,1,1,0,"Private, For Profit",40
23.58,51,43,2,1,5,0,"Private, For Profit",19
23.06525,48,39,2,1,1,0,Government - Local,40
10.569,38,37,2,1,7,1,"Private, For Profit",40
16.82675,30,40,2,1,1,0,"Private, Nonprofit",40
26.44225,36,44,1,1,1,0,Government - Local,40
42.73488888888889,37,43,1,1,1,1,"Private, For Profit",45
24.03825,38,43,2,1,1,1,"Private, Nonprofit",40
11.0,45,44,2,1,1,3,Government - Local,11
38.45766666666667,43,43,1,1,1,3,"Private, For Profit",60
38.45,49,43,1,1,1,0,"Private, For Profit",60
11.0575,47,33,1,1,1,4,"Private, For Profit",40
30.7692,45,42,1,1,1,2,"Private, For Profit",50
24.03825,49,43,2,1,1,2,"Private, Nonprofit",40
37.5,48,44,2,1,1,2,"Private, For Profit",40
67.3,49,43,1,1,1,2,"Private, For Profit",40
15.3,35,39,2,1,6,3,"Private, For Profit",40
20.23,63,45,2,1,1,0,"Private, For Profit",40
10.0,22,39,1,1,7,0,"Private, For Profit",18
42.78825,43,44,1,1,1,1,"Private, For Profit",40
42.0,43,43,2,1,1,1,"Private, For Profit",40
21.0,28,43,2,1,5,0,"Private, Nonprofit",40
15.0,28,39,1,1,7,0,"Private, For Profit",40
18.181818181818183,26,39,2,1,7,0,"Private, For Profit",55
12.5,43,39,1,1,7,0,"Private, For Profit",40
48.07666666666666,53,43,2,1,1,2,"Private, Nonprofit",24
12.5,37,40,2,1,5,2,"Private, For Profit",40
15.0,47,42,1,1,5,0,"Private, For Profit",5
34.166666666666664,47,44,2,1,7,0,"Private, For Profit",60
32.6922,44,44,1,1,1,2,"Private, For Profit",50
21.153666666666663,43,43,2,1,1,2,"Private, Nonprofit",30
11.65,45,39,1,1,1,1,Government - Local,35
20.0,46,40,2,1,1,1,"Private, For Profit",20
7.0,30,44,2,1,6,2,"Private, For Profit",40
5.0,24,33,1,1,7,0,"Private, For Profit",40
31.25,39,40,1,1,1,0,"Private, For Profit",40
37.27272727272727,36,43,2,1,1,0,"Private, For Profit",55
22.5,55,40,2,3,1,0,Government - Local,40
14.375,59,41,2,1,5,0,"Private, For Profit",40
13.333333333333334,33,39,2,1,5,3,"Private, For Profit",15
19.0,33,43,1,2,5,0,"Private, For Profit",40
25.640888888888888,43,43,1,1,1,4,"Private, For Profit",45
20.0,63,39,1,1,5,0,"Private, For Profit",40
8.9,43,42,2,1,5,0,Government - Local,40
20.0,37,43,1,1,1,2,"Private, For Profit",40
45.0,35,44,2,1,1,2,"Private, For Profit",40
11.263714285714286,27,43,1,1,1,0,"Private, For Profit",70
19.23075,28,43,2,1,1,0,"Private, For Profit",40
57.6922,39,45,2,1,1,1,"Private, For Profit",50
11.875,28,39,2,1,7,0,"Private, For Profit",40
9.75,47,39,2,1,1,1,"Private, For Profit",40
13.595959595959595,43,39,1,1,1,1,"Private, For Profit",99
19.3,44,42,2,1,1,1,"Private, Nonprofit",40
11.0,19,39,1,1,7,0,"Private, For Profit",20
2.75,43,34,2,1,5,2,"Private, For Profit",48
11.05,41,37,1,1,6,2,"Private, For Profit",40
11.4,64,39,2,1,5,0,"Private, For Profit",25
46.1536,42,43,2,1,1,3,"Private, For Profit",25
42.3076,46,43,1,1,1,3,"Private, For Profit",50
12.820333333333334,37,39,2,1,1,2,"Private, For Profit",30
9.0,20,39,2,1,7,0,"Private, For Profit",40
25.0,39,43,1,1,1,3,"Private, For Profit",40
26.05,38,39,1,1,5,1,"Private, For Profit",40
8.75,57,44,2,1,1,1,"Private, For Profit",20
19.4,38,40,1,1,7,0,"Private, For Profit",50
19.23075,36,43,2,1,1,3,Government - Local,40
41.20871428571429,39,40,1,1,1,3,"Private, For Profit",70
8.75,38,41,2,1,5,2,"Private, For Profit",40
15.8653125,41,43,2,1,1,1,Government - State,32
32.05116666666667,46,40,1,1,1,1,"Private, For Profit",60
17.5,34,44,2,1,7,0,"Private, For Profit",40
21.625,53,42,1,1,1,0,"Private, For Profit",40
32.3,61,40,2,1,1,0,"Private, For Profit",40
48.461400000000005,60,46,1,1,1,1,"Private, Nonprofit",50
10.31675,48,43,2,1,1,1,"Private, For Profit",40
15.223,62,43,1,1,1,1,"Private, For Profit",50
12.0,17,37,1,1,7,0,"Private, For Profit",4
8.1945,21,40,2,1,7,0,"Private, For Profit",40
16.0,39,40,1,1,3,0,"Private, For Profit",55
14.0,39,37,2,1,7,2,"Private, For Profit",40
11.30952380952381,24,42,2,1,7,0,"Private, For Profit",42
24.025,30,43,1,4,7,0,Government - Federal,40
22.0,33,43,2,1,3,0,Government - Local,40
19.2306,24,43,1,1,7,0,"Private, For Profit",50
22.43566666666667,62,43,2,1,5,0,"Private, For Profit",30
36.9,43,38,1,1,1,2,"Private, For Profit",40
18.25,45,38,2,1,1,2,Government - Local,40
8.0,54,40,2,1,5,0,"Private, For Profit",10
21.14,57,39,1,1,1,0,"Private, For Profit",50
17.93,35,43,1,1,7,0,"Private, For Profit",40
15.0,32,43,1,1,7,0,"Private, For Profit",40
57.69225,50,43,1,1,1,2,"Private, For Profit",40
9.23075,23,39,2,1,7,1,"Private, For Profit",40
21.6345,49,39,1,1,5,0,"Private, For Profit",40
32.0,50,43,2,1,7,0,"Private, Nonprofit",24
0.85,53,40,1,1,5,0,"Private, For Profit",20
13.4614,30,43,1,1,7,0,"Private, For Profit",50
16.346,34,44,2,1,7,0,Government - Local,40
57.6922,51,42,1,1,1,0,"Private, For Profit",50
11.9,20,40,2,1,7,0,"Private, For Profit",40
9.051724137931034,54,40,2,1,1,0,"Private, For Profit",58
19.23075,59,39,1,1,1,0,"Private, For Profit",40
12.5,44,40,1,1,1,0,"Private, For Profit",40
8.9,52,39,2,1,5,0,"Private, For Profit",40
8.0,46,40,2,1,5,2,"Private, For Profit",30
12.5,52,40,1,1,1,0,"Private, For Profit",40
21.685714285714287,52,39,2,1,1,0,"Private, For Profit",35
13.0,50,39,2,1,4,0,"Private, For Profit",30
7.75,22,36,1,7,7,1,"Private, For Profit",40
17.307624999999998,54,42,1,1,1,0,"Private, For Profit",80
6.6345,46,40,2,1,1,0,Government - Local,20
22.0,43,43,1,1,1,0,"Private, For Profit",40
9.5,19,39,2,1,7,0,"Private, For Profit",40
8.75,52,40,2,1,5,0,"Private, For Profit",40
7.272727272727272,22,36,1,1,7,1,"Private, For Profit",11
12.5,20,39,2,1,7,1,"Private, For Profit",20
14.5,58,43,2,1,4,0,"Private, For Profit",20
14.5,24,43,2,1,7,0,"Private, For Profit",40
8.9,26,43,1,1,7,0,"Private, For Profit",38
48.07683333333333,25,39,1,1,7,2,"Private, For Profit",60
8.625,53,41,2,1,1,0,"Private, For Profit",32
19.225,56,39,1,1,1,0,Government - State,40
14.375,64,39,2,1,1,0,"Private, For Profit",40
32.3075,56,40,2,1,4,0,Government - Local,40
11.28125,25,39,1,1,7,0,"Private, For Profit",40
28.25475,39,43,1,1,7,0,Government - Local,40
49.519,33,46,2,1,7,0,"Private, Nonprofit",40
50.0,33,44,2,1,5,0,"Private, Nonprofit",40
26.5625,41,42,2,2,1,3,"Private, For Profit",32
9.0,42,39,1,1,7,0,"Private, For Profit",40
25.95,31,44,2,1,7,0,"Private, For Profit",40
10.059076923076924,26,44,1,1,7,0,"Private, Nonprofit",65
12.0,24,43,2,1,7,0,"Private, Nonprofit",15
9.42,24,43,2,4,7,0,"Private, Nonprofit",20
14.0,26,46,2,4,7,0,"Private, Nonprofit",40
20.0,43,42,1,1,5,0,"Private, Nonprofit",40
19.7125,23,43,2,1,7,0,"Private, For Profit",40
33.65375,24,43,1,1,7,0,"Private, For Profit",40
36.0575,57,43,1,1,1,0,"Private, For Profit",40
15.5,29,39,1,1,7,0,"Private, For Profit",36
31.666666666666668,61,39,1,1,1,0,"Private, For Profit",45
70.0,57,39,2,1,1,0,"Private, For Profit",36
64.10244444444444,48,43,1,1,1,1,"Private, For Profit",45
19.225,51,44,2,1,1,1,Government - Local,40
57.6922,45,44,1,4,1,4,"Private, For Profit",50
50.0,27,44,2,1,7,0,"Private, For Profit",40
19.229166666666668,27,44,1,1,7,0,"Private, For Profit",48
19.23075,34,33,1,1,1,3,"Private, For Profit",40
18.428571428571427,27,39,2,1,1,3,"Private, For Profit",35
30.0,52,43,2,1,1,0,"Private, For Profit",40
28.825,53,43,1,1,1,0,"Private, For Profit",40
10.0,24,43,2,1,7,0,"Private, For Profit",20
21.26,54,40,2,1,1,0,"Private, For Profit",40
33.0,55,39,1,1,1,0,"Private, For Profit",40
10.0,32,35,2,1,7,0,"Private, For Profit",40
11.25,43,39,2,2,4,3,"Private, For Profit",40
21.0,56,35,2,1,5,0,"Private, For Profit",32
13.0,64,35,2,2,7,0,"Private, For Profit",40
28.0,31,43,2,1,7,0,"Private, Nonprofit",50
16.0,26,40,1,1,7,0,"Private, For Profit",8
12.6,24,40,1,1,7,0,"Private, For Profit",20
32.675,23,43,2,1,7,0,"Private, Nonprofit",40
21.925,56,40,2,1,1,0,"Private, For Profit",40
24.03825,57,39,1,1,1,0,"Private, For Profit",40
11.25,58,35,2,2,6,0,"Private, For Profit",40
48.07675,59,39,1,1,1,0,"Private, For Profit",40
33.65375,57,41,2,1,1,0,"Private, For Profit",40
10.3845,24,39,2,1,7,0,"Private, Nonprofit",20
15.0,60,40,2,1,1,0,"Private, For Profit",40
21.73913043478261,62,40,1,1,1,0,Government - Federal,46
20.83325,41,39,2,1,1,2,"Private, For Profit",40
27.875,49,43,1,1,7,0,"Private, For Profit",40
10.0,19,40,2,1,7,0,"Private, For Profit",16
13.75,28,39,2,2,1,2,Government - Local,40
9.75,62,40,1,4,1,0,"Private, For Profit",15
28.825,47,43,1,1,1,2,"Private, For Profit",40
36.275,42,44,2,1,1,2,"Private, Nonprofit",40
57.6922,52,44,2,1,1,0,"Private, For Profit",50
23.333333333333332,31,45,2,2,1,0,"Private, For Profit",30
57.6922,34,44,1,1,1,0,"Private, For Profit",50
29.8,64,44,1,1,1,0,Government - Local,40
33.65375,61,44,2,1,1,0,"Private, For Profit",40
32.3,58,45,1,1,7,0,"Private, Nonprofit",40
25.0,43,43,1,2,1,1,Government - State,40
14.422999999999998,43,44,2,2,1,1,Government - Local,40
26.666666666666668,22,43,2,2,7,0,"Private, For Profit",15
44.22,42,39,1,1,1,2,"Private, For Profit",50
15.0,39,39,2,1,1,2,"Private, For Profit",50
9.0,16,36,2,1,7,0,"Private, For Profit",8
8.0,52,39,1,2,7,0,"Private, Nonprofit",20
20.175,44,43,2,1,5,1,"Private, For Profit",40
25.0,34,43,2,1,1,2,"Private, For Profit",40
25.0,35,39,1,1,1,2,Government - Local,40
64.10244444444444,50,43,1,1,1,2,"Private, For Profit",45
40.0,49,44,2,1,1,2,"Private, For Profit",20
17.307624999999998,37,46,1,1,1,2,"Private, Nonprofit",80
50.0,37,45,2,1,1,2,"Private, For Profit",50
37.5,36,43,2,1,7,0,"Private, Nonprofit",40
30.0,36,44,2,1,7,0,Government - Local,40
14.85,43,43,2,1,5,2,"Private, Nonprofit",37
9.75,48,39,2,1,1,2,Government - State,40
32.0,59,39,1,1,1,2,"Private, For Profit",40
34.615249999999996,41,44,1,1,1,2,"Private, For Profit",40
26.44225,29,41,2,1,1,2,"Private, For Profit",40
9.0,17,37,2,1,7,0,"Private, For Profit",20
19.0,44,40,2,1,1,3,"Private, For Profit",40
36.275,46,44,2,1,1,3,Government - State,40
26.92,51,40,1,1,1,3,"Private, For Profit",50
47.900000000000006,42,44,2,4,1,2,"Private, For Profit",36
29.864117647058823,42,43,1,4,1,2,"Private, For Profit",34
38.46,34,45,2,1,1,0,"Private, For Profit",50
19.771428571428572,35,44,1,1,1,0,"Private, For Profit",70
29.0,34,39,2,1,7,2,"Private, For Profit",40
9.605263157894736,29,39,1,1,7,1,Government - State,38
82.41742857142857,63,46,2,4,1,0,"Private, For Profit",35
11.666666666666666,23,43,1,4,7,0,"Private, For Profit",60
28.64177777777778,29,44,2,1,1,0,Government - Local,45
48.07683333333333,30,43,1,1,1,0,"Private, For Profit",60
23.076857142857143,51,43,2,1,1,1,"Private, For Profit",35
51.282,50,43,1,1,1,1,"Private, For Profit",45
9.0,16,35,1,1,7,0,"Private, For Profit",1
26.425,26,39,2,1,4,0,"Private, Nonprofit",40
10.0,48,40,2,2,1,1,"Private, Nonprofit",40
27.875,47,39,1,2,1,1,Government - State,40
10.0,50,37,1,1,7,0,"Private, For Profit",30
25.0,38,39,1,2,1,4,"Private, For Profit",35
22.0,59,39,2,1,5,0,"Private, For Profit",40
9.2,47,41,2,1,1,3,"Private, For Profit",30
13.46,51,43,1,1,1,3,"Private, For Profit",50
21.6345,30,43,1,1,1,1,"Private, For Profit",40
31.25,30,44,2,1,1,1,"Private, For Profit",40
8.75,49,42,2,1,1,1,"Private, For Profit",40
21.625,50,42,1,1,1,1,"Private, For Profit",40
48.07684210526316,52,43,2,1,1,2,Government - State,38
45.673,53,43,1,1,1,2,"Private, For Profit",40
11.0,23,40,1,1,7,0,"Private, For Profit",40
15.0,24,43,2,1,7,0,"Private, For Profit",35
20.175,39,43,2,4,1,1,"Private, For Profit",40
12.5,49,39,2,1,1,0,"Private, For Profit",40
43.25,36,44,1,1,7,0,Government - State,40
16.325,27,44,2,1,7,0,Government - State,40
49.0,57,39,1,1,5,0,Government - Local,40
27.53,57,39,2,1,1,0,Government - Local,35
18.269,46,40,2,1,7,0,"Private, For Profit",40
26.0,55,43,1,1,1,0,"Private, For Profit",40
19.225,56,43,2,1,1,0,"Private, For Profit",40
36.923,55,40,1,1,1,0,"Private, For Profit",50
30.0,55,44,2,1,1,0,"Private, For Profit",50
42.3076,57,43,1,1,7,0,"Private, For Profit",50
25.2403125,58,43,2,1,7,0,"Private, For Profit",32
13.0,54,46,1,2,1,0,"Private, Nonprofit",40
13.75,56,36,1,1,7,0,"Private, For Profit",40
19.23075,53,43,2,1,5,0,"Private, For Profit",40
12.087714285714286,37,44,2,1,1,2,"Private, Nonprofit",35
20.0,43,39,1,1,5,0,"Private, For Profit",40
12.0,49,40,2,1,5,0,"Private, For Profit",40
19.225,40,43,1,1,7,0,"Private, For Profit",40
29.326749999999997,63,43,2,1,5,0,Government - State,40
22.333333333333332,32,43,2,2,7,0,"Private, For Profit",60
25.619999999999997,48,42,2,4,5,2,"Private, For Profit",40
8.700000000000001,17,35,1,4,7,0,"Private, For Profit",12
20.0,45,42,2,4,1,0,"Private, For Profit",40
8.0,47,42,2,4,4,0,"Private, For Profit",28
11.0,23,40,1,4,7,0,"Private, For Profit",6
11.0,20,40,1,4,7,0,"Private, For Profit",10
23.0,45,44,1,4,1,0,Government - Local,40
46.14,41,43,1,1,1,3,"Private, For Profit",50
7.0,25,43,2,1,7,1,Government - Local,40
30.0,37,39,1,1,1,1,"Private, For Profit",40
50.0,37,44,2,1,1,1,"Private, For Profit",40
18.4614,22,43,1,1,7,0,"Private, For Profit",50
20.25,53,39,2,1,4,0,"Private, For Profit",40
20.25,52,39,2,1,7,0,Government - Federal,40
32.0,45,43,2,1,1,2,"Private, For Profit",32
36.0,42,44,1,1,1,2,Government - State,40
19.19,56,42,2,1,1,0,Government - Local,35
48.07675,51,43,1,1,5,3,"Private, For Profit",40
31.0,41,44,2,1,1,0,"Private, Nonprofit",40
12.0,48,35,2,1,7,0,"Private, For Profit",23
20.25,42,42,2,1,7,0,"Private, For Profit",40
7.1875,57,41,1,1,1,0,"Private, For Profit",32
14.416666666666666,29,43,1,1,1,2,"Private, For Profit",60
16.325,29,43,2,5,1,2,"Private, For Profit",40
55.0,50,43,1,2,1,0,"Private, For Profit",50
72.11525,49,43,1,1,1,1,"Private, For Profit",40
15.0,58,39,1,1,7,0,"Private, Nonprofit",40
30.0,53,44,1,1,1,1,"Private, Nonprofit",40
45.0,50,43,2,1,1,1,"Private, For Profit",32
26.575,54,44,2,1,1,0,"Private, For Profit",40
42.3,54,42,1,1,1,0,"Private, For Profit",40
57.6922,40,45,1,4,1,3,"Private, For Profit",50
20.783783783783782,52,42,1,1,1,0,"Private, Nonprofit",37
10.0,22,40,1,1,7,0,"Private, For Profit",24
12.0,25,40,1,1,7,0,"Private, For Profit",30
12.0,64,39,1,2,1,0,"Private, For Profit",40
10.0,57,39,2,2,1,0,"Private, For Profit",40
12.35,27,40,2,2,7,1,"Private, For Profit",20
20.0,57,41,1,1,1,0,"Private, For Profit",45
7.263157894736843,60,42,2,1,1,0,"Private, Nonprofit",38
50.0,28,43,2,1,7,0,Government - Local,40
31.057499999999997,41,44,2,1,1,2,Government - Local,40
20.25,45,42,2,1,1,0,Government - State,40
13.2,51,39,1,1,1,0,"Private, For Profit",45
25.714285714285715,52,39,2,1,6,0,"Private, For Profit",35
15.5,23,39,1,1,7,3,"Private, For Profit",36
9.0,21,39,2,1,7,3,"Private, For Profit",36
51.282,40,45,2,1,1,4,"Private, For Profit",30
32.111111111111114,54,43,2,4,4,0,"Private, For Profit",45
33.65375,47,40,2,1,1,1,Government - Federal,40
26.923,55,39,1,1,1,1,"Private, For Profit",40
5.8,17,38,1,1,7,0,"Private, For Profit",12
8.6535,20,39,2,1,7,0,"Private, For Profit",20
9.61525,22,39,2,1,7,0,"Private, For Profit",40
20.25,50,42,2,1,1,0,Government - State,40
38.0,45,39,1,1,1,0,"Private, For Profit",40
32.05111111111111,63,43,2,1,7,0,"Private, For Profit",36
82.41742857142857,42,45,2,1,1,2,"Private, Nonprofit",35
20.19225,51,43,2,1,1,1,"Private, For Profit",40
72.11525,50,43,1,1,1,1,"Private, For Profit",40
8.25,16,36,2,1,7,0,"Private, For Profit",6
8.666666666666666,48,43,2,1,1,1,"Private, For Profit",30
39.85,57,43,2,1,1,0,Government - Local,40
10.1055,33,41,1,1,7,0,"Private, For Profit",40
48.07683333333333,34,44,1,1,1,2,"Private, For Profit",60
26.923,43,43,1,1,1,2,"Private, For Profit",50
10.25,35,43,2,1,1,2,Government - Local,25
