female,age,education,ln_wage
1,31,MA,3.202746442938317
1,39,MA,3.6109179126442243
0,40,MA,3.516124491189194
1,44,MA,3.8066624897703196
1,39,MA,3.5567756134805992
0,55,Professional,3.292745673434656
0,41,MA,3.367295829986474
0,62,Professional,3.5553480614894135
0,27,PhD,2.772588722239781
0,62,PhD,3.584906863730958
0,51,MA,4.135166556742356
1,41,MA,3.2666611553569935
1,42,MA,3.4330189939851112
1,48,PhD,3.104586678466073
0,24,MA,2.667228206581955
1,58,MA,3.328438027379727
1,35,MA,3.0900419530247323
0,32,MA,3.674349402329611
0,58,PhD,4.27826553371462
1,47,PhD,3.7550156566120014
0,47,PhD,3.4265141896459452
0,34,Professional,3.986128120434929
1,49,MA,3.292980939874984
0,33,MA,3.7335360870017613
1,45,PhD,3.649657740960155
0,57,PhD,3.3619713351613183
0,25,MA,2.995732273553991
1,56,MA,3.274963109698682
0,51,MA,3.4719664525503626
1,41,MA,4.046553898385752
1,32,MA,2.4849066497880004
1,63,MA,2.9161802787945095
1,32,MA,3.3612430661551227
1,48,MA,3.1632996879793494
0,60,MA,3.597996957636763
1,58,PhD,4.27826553371462
1,31,MA,3.2188758248682006
1,31,MA,2.471002744618509
0,46,PhD,3.7186497457791976
1,42,MA,3.005298867423203
1,63,MA,3.585114886475528
0,28,MA,3.7335360870017613
0,52,MA,2.8172035149987327
1,53,PhD,3.310679865343238
1,49,MA,3.4753045601647687
0,47,PhD,3.6495580692267593
0,61,MA,3.6808472824166723
1,48,PhD,3.2928695047765273
0,60,PhD,3.297432814023747
0,32,MA,3.733494246872888
0,34,MA,3.673765816303888
1,26,PhD,2.733360509058375
0,54,MA,2.9996803519785153
0,49,MA,3.4866102595102855
0,35,PhD,3.344034261928781
0,26,MA,2.70805020110221
1,33,MA,2.8511399335700434
0,43,PhD,3.8002307392246055
1,51,MA,3.1898835821015226
0,54,PhD,3.3619713351613183
0,46,PhD,3.4965075614664802
1,52,MA,3.34516480441852
1,41,MA,2.445667603133328
0,32,MA,3.005298867423203
1,38,MA,2.668824154601373
0,44,MA,3.744966738944418
0,38,MA,3.4531571205928664
0,45,PhD,4.0551219824004106
1,36,Professional,4.254429977569173
0,45,MA,3.912023005428146
0,28,MA,2.956506227053154
0,46,PhD,4.095943976920665
1,58,MA,2.21375387928743
0,64,MA,3.1388256171665394
1,27,MA,3.0742892627095375
1,47,MA,2.120263536200091
1,53,MA,4.01232072674351
0,34,MA,4.27826553371462
1,63,MA,2.8507065015037334
0,25,MA,3.2188758248682006
0,32,MA,2.9156820658523297
1,64,MA,2.7788192719904172
1,46,Professional,3.8728004256064557
1,45,MA,2.9565105604002095
0,29,MA,3.767436443269483
1,51,Professional,3.912023005428146
0,53,Professional,4.0943445622221
1,52,MA,3.0554435372093516
0,26,Professional,3.1177728994630156
1,60,MA,2.263324379040743
1,48,MA,3.767436443269483
0,51,MA,3.9681102902586276
1,33,MA,3.123795618617931
1,32,MA,2.9156874825449512
0,27,MA,2.1972245773362196
1,32,MA,3.742946675384212
0,29,Professional,3.1388256171665394
1,26,PhD,2.5818159291387373
1,52,MA,4.046553898385752
1,53,Professional,3.518980417318539
0,28,MA,3.4420193761824107
1,58,MA,2.8507065015037334
0,36,MA,3.4420193761824107
1,42,MA,4.0551219824004106
0,31,MA,3.138749780388916
1,28,MA,3.1234656400635425
1,40,PhD,3.5553480614894135
1,54,MA,2.9565105604002095
0,35,MA,3.6983346128846915
1,63,MA,4.0551228490683195
1,46,MA,2.0149030205422647
0,39,MA,2.7226103524335397
1,42,MA,3.3877743613300146
0,36,MA,3.3058872018578307
0,53,Professional,4.27826553371462
0,60,MA,3.721975681603126
0,60,MA,3.71965111278069
1,30,MA,2.5649493574615367
1,47,MA,3.033471120054259
0,52,MA,3.4871365173398075
1,56,PhD,4.209271671749139
0,45,MA,2.445667603133328
1,59,Professional,4.48227158812637
0,64,MA,3.745082550672494
0,49,MA,3.2033641383041105
1,35,MA,3.0984355117752806
0,39,Professional,4.0551219824004106
1,39,MA,2.668824154601373
1,34,MA,2.9812022217696654
0,33,Professional,3.959811802596086
1,36,MA,3.4657359027997265
0,31,Professional,4.327438444389479
1,45,MA,2.7866110421227335
0,47,MA,2.3978952727983707
1,63,Professional,3.8319782144191064
1,57,MA,4.054823804059818
0,53,MA,3.0742892627095375
1,51,MA,3.0742892627095375
1,59,PhD,2.995732273553991
1,34,MA,2.70805020110221
1,52,MA,3.4011973816621555
0,57,Professional,4.06284589516273
1,52,MA,3.8099902798629945
1,43,MA,3.244188299504935
1,43,Professional,4.27826553371462
1,49,MA,2.70805020110221
1,56,PhD,3.4011973816621555
1,52,Professional,2.856470206220483
0,55,MA,4.27826553371462
1,41,MA,3.6982107815428207
1,32,MA,3.0041963519661206
0,32,MA,2.4849066497880004
1,41,MA,4.27826553371462
0,35,Professional,2.995732273553991
0,45,MA,2.793983219093938
1,56,MA,3.6638399956652083
0,61,MA,3.872798692268385
0,59,PhD,2.169053700369523
1,54,MA,3.073850052817943
0,38,Professional,3.9042972383970804
1,37,Professional,4.27826553371462
1,56,MA,3.4420193761824107
1,32,MA,2.917770732084279
0,54,MA,3.912023005428146
0,35,MA,3.4339872044851463
0,52,MA,3.044522437723423
0,41,MA,3.1780538303479458
1,63,MA,3.4871365173398075
1,49,MA,2.4445185888827123
0,53,MA,3.196402969016142
1,61,PhD,4.131495063145954
0,25,MA,2.8511399335700434
0,57,MA,3.607533814659984
1,30,MA,3.6000482404073204
1,63,PhD,3.8866003486425695
0,47,MA,3.4871380467554407
1,58,MA,3.7363700729412828
0,39,MA,3.585114886475528
1,51,PhD,3.872798692268385
0,61,MA,3.6984485241776333
0,46,Professional,3.789416857241538
0,63,MA,3.995016739153331
1,47,MA,2.168048866688884
1,27,MA,3.544294336406378
0,31,MA,3.767436443269483
1,36,MA,2.9717784264707086
1,48,MA,3.18328256092223
1,55,MA,3.637079452424553
0,55,MA,3.674349402329611
0,54,MA,3.5160130560907366
0,44,MA,3.544294336406378
0,31,PhD,3.4420193761824107
1,25,MA,3.2188758248682006
1,29,MA,3.2188758248682006
0,57,MA,2.9559514035421466
1,47,MA,4.0551219824004106
1,35,MA,2.792697675162495
1,40,PhD,4.0551219824004106
0,52,PhD,3.543853682063679
1,52,MA,2.8903717578961645
0,57,MA,3.598359657082661
0,44,MA,2.9827821143783626
0,50,MA,4.135166556742356
0,32,MA,3.3277302297802827
1,31,PhD,3.946182857074851
0,39,MA,2.3978952727983707
1,30,MA,3.2273817687621364
0,35,MA,3.4420193761824107
1,33,MA,3.2929735112547385
0,60,MA,3.937339813411936
0,55,MA,3.036554268074246
1,56,MA,4.664570529269539
0,27,MA,3.7669972333778885
0,39,MA,4.1604824980582364
1,35,MA,3.495502727785841
1,35,MA,3.179635911530597
0,38,MA,3.324236340526027
1,35,MA,2.5257286443082556
0,46,MA,3.2111460268062593
1,34,MA,3.225840605287843
0,30,MA,3.4420193761824107
1,31,MA,3.2376975791087887
1,36,MA,3.0742892627095375
1,47,MA,2.934034159083775
1,35,PhD,3.789290240045849
1,38,MA,3.087536314029028
1,61,MA,3.410759848526933
0,47,MA,4.029806041084529
1,36,MA,3.159444241098774
1,54,PhD,3.4657359027997265
1,31,MA,2.9565105604002095
1,33,PhD,3.244188299504935
1,37,MA,3.516117062568948
0,29,Professional,3.9681102902586276
0,40,Professional,4.27826553371462
1,41,MA,2.70805020110221
1,39,MA,2.70805020110221
1,26,MA,2.8511399335700434
1,39,MA,3.179649778367364
0,64,MA,2.815424477256323
1,45,MA,3.179646311676199
1,60,MA,3.179646311676199
0,34,PhD,2.9892949315899857
1,50,MA,3.738746419277411
1,40,MA,3.2507416215896527
1,45,MA,3.83197929775411
1,45,MA,3.0868290439478687
0,43,PhD,3.110659383081029
0,59,PhD,4.27826553371462
1,40,PhD,3.4647979630717503
1,47,MA,2.9812022217696654
0,55,MA,3.8727622914748436
0,57,MA,2.9565105604002095
0,54,Professional,3.585114886475528
1,49,Professional,3.506557897319982
1,48,MA,3.575550768806933
0,48,MA,3.3619713351613183
0,35,MA,3.42650768961832
1,33,MA,3.3785000688033255
1,56,MA,4.054823804059818
0,39,MA,4.27826553371462
1,33,MA,3.1796541117144197
0,25,PhD,2.5257286443082556
1,44,MA,3.8283483478834692
1,31,MA,3.2188758248682006
0,41,MA,3.516124491189194
1,40,PhD,3.328070978893597
1,52,PhD,3.1010902892086922
0,38,MA,3.9318256327243257
1,38,MA,2.8903717578961645
1,30,PhD,3.378440394539539
1,41,MA,4.127134385045092
1,25,MA,3.1354942159291497
1,33,Professional,3.4420193761824107
1,45,MA,2.8903717578961645
1,47,PhD,3.672126263465158
1,39,MA,3.5318747053037716
1,37,PhD,3.744966738944418
0,62,MA,3.3560256630154344
1,44,MA,3.7296974486261916
0,35,PhD,4.27826553371462
1,40,MA,4.271576801492681
1,51,Professional,4.271444175034904
0,53,Professional,3.4866102595102855
0,35,PhD,2.9565105604002095
1,62,Professional,3.571096418457553
1,40,MA,2.8229698820090032
1,41,MA,3.3619713351613183
1,52,MA,3.8980559181995305
1,50,MA,3.283414346005772
1,52,MA,3.352327214292553
1,31,MA,2.668824154601373
1,52,MA,2.668824154601373
1,38,MA,2.499612797177696
1,30,MA,2.302585092994046
0,36,MA,2.9562115153917077
1,31,MA,4.27826553371462
1,36,MA,2.9444389791664403
0,36,MA,3.733494246872888
1,54,MA,3.009276498661748
1,43,MA,3.4011973816621555
0,53,MA,2.956506227053154
1,34,MA,3.1648086035979253
0,33,MA,3.637079452424553
1,24,PhD,3.152736022363656
0,60,MA,3.674349402329611
0,47,PhD,4.0551228490683195
0,49,MA,3.5160130560907366
1,31,MA,3.138749780388916
1,51,MA,3.410759848526933
0,62,PhD,4.007333185232471
1,58,MA,3.3211507850921684
0,55,MA,3.1388292282982135
0,54,MA,3.4339872044851463
0,34,MA,3.1388256171665394
1,38,MA,3.1388256171665394
1,56,Professional,2.0794415416798357
1,52,PhD,3.009276498661748
0,42,MA,3.7335360870017613
1,42,MA,3.42650768961832
1,55,MA,3.081672938647276
0,35,Professional,3.4011973816621555
1,51,MA,3.4515735889872223
1,54,MA,2.755835531591003
1,37,MA,2.9444389791664403
1,53,MA,2.3978952727983707
1,44,MA,2.9444389791664403
0,43,MA,4.054823804059818
1,53,MA,4.0551219824004106
1,53,MA,3.6984460479831482
1,54,Professional,2.3807028722579977
1,48,MA,3.8728004256064557
1,24,MA,2.70805020110221
1,57,MA,3.0618632760198157
1,54,MA,2.8134107167600364
1,33,MA,3.2676659890376327
1,30,MA,3.179646311676199
1,35,MA,3.8066624897703196
0,27,MA,2.923470672730244
0,44,MA,2.8622008809294686
1,36,MA,3.1376657694426577
0,39,MA,3.8728004256064557
0,52,MA,4.0551219824004106
1,53,MA,3.3612430661551227
1,48,MA,2.8507065015037334
0,47,MA,4.0551219824004106
1,56,MA,3.789101791915639
1,38,MA,3.2785870885235613
0,30,PhD,1.6770965609079151
0,27,MA,2.9275044154920837
1,35,MA,3.1780538303479458
0,45,PhD,3.959811802596086
1,55,Professional,3.544294336406378
1,32,MA,4.1588830833596715
0,34,PhD,3.8215073136753697
0,24,MA,2.1162555148025524
0,56,MA,4.1604824980582364
0,28,MA,3.7612001156935624
0,53,PhD,3.580663012326765
0,45,PhD,3.0554435372093516
1,34,MA,3.8728004256064557
1,40,MA,3.6888794541139363
0,52,MA,4.0551219824004106
1,26,MA,3.2188758248682006
0,50,MA,4.135166556742356
1,31,MA,3.584906863730958
0,40,MA,4.0551219824004106
0,63,MA,3.085783193116904
0,62,MA,3.624340932976365
0,34,MA,3.3817766814225516
0,38,MA,4.03831639176933
1,36,MA,3.5256004318972973
1,39,MA,3.2188758248682006
1,39,MA,3.063110508883939
1,30,MA,3.456401936009251
0,46,MA,3.2188758248682006
0,54,MA,3.6635616461296463
1,42,Professional,3.1790949548563563
0,38,MA,4.27826553371462
0,54,MA,2.3513752571634776
0,64,Professional,3.9550387062998924
0,58,MA,4.27826553371462
1,36,MA,4.237362069057025
0,37,MA,3.1675825304806504
0,56,MA,3.624340932976365
0,51,MA,3.872798692268385
1,42,Professional,4.382026634673881
0,44,Professional,4.411796926339143
0,53,MA,2.70805020110221
1,48,MA,2.4456459358346976
0,28,MA,2.9156820658523297
1,46,MA,4.055023177334924
0,60,MA,4.27826553371462
1,57,MA,2.995732273553991
0,53,MA,3.5103925356875516
1,34,MA,4.1604824980582364
0,60,PhD,4.27826553371462
0,50,PhD,4.150252194160397
1,50,MA,3.062222014822824
0,51,MA,3.8319782144191064
1,33,Professional,3.5160130560907366
0,53,MA,3.2438935878434885
1,50,MA,3.1790949548563563
0,53,Professional,3.8728004256064557
1,55,PhD,4.27826553371462
0,56,Professional,4.244365296983058
0,55,MA,3.324236340526027
0,43,MA,3.4673439841435805
0,57,MA,4.27826553371462
1,32,MA,2.8511399335700434
1,32,MA,2.8785381269683965
0,61,PhD,4.27826553371462
0,47,MA,3.8728004256064557
1,34,MA,3.5160130560907366
0,59,Professional,4.007333185232471
0,47,MA,3.649657740960155
0,51,MA,3.71965111278069
1,64,MA,3.0613119191999725
1,56,MA,3.0210425815101556
0,59,Professional,3.8728004256064557
0,55,MA,4.021218159453542
0,41,Professional,4.27826553371462
1,30,MA,3.4564616102730374
0,37,Professional,4.1504334228123545
1,49,MA,3.4011973816621555
1,37,Professional,2.8507065015037334
0,46,Professional,4.0551219824004106
0,46,MA,4.126582261326674
1,44,MA,3.900528626002411
1,60,MA,2.995732273553991
1,37,MA,3.6088346631048966
1,31,MA,2.975529566236472
0,34,Professional,3.767436443269483
0,29,MA,4.0551228490683195
0,32,MA,4.27826553371462
0,46,MA,3.784189633918261
1,49,MA,3.4339872044851463
1,31,MA,2.975529566236472
1,54,MA,4.209271671749139
1,34,MA,3.4420193761824107
0,35,MA,3.585114886475528
0,35,MA,2.7880929087757464
0,33,MA,3.544294336406378
1,63,MA,3.4871380467554407
1,53,MA,3.7421239686327485
0,31,MA,3.4420193761824107
0,27,MA,3.1388256171665394
1,40,Professional,4.237445128084958
0,42,Professional,4.0551219824004106
1,60,MA,3.1388147836932734
0,49,Professional,3.767436443269483
0,51,MA,3.7669972333778885
0,43,PhD,2.6279963822558337
1,62,MA,3.713572066704308
1,30,MA,3.6451887654892032
0,46,MA,4.0551219824004106
1,39,MA,3.7805466426397603
1,52,MA,4.278266400382529
0,53,MA,4.237000862623624
0,64,MA,3.590439381300684
0,34,PhD,3.789416857241538
1,36,MA,3.179646311676199
1,27,MA,3.9968530742764345
1,46,MA,4.1504334228123545
1,43,MA,3.244188299504935
1,32,MA,2.975529566236472
0,40,Professional,3.83197929775411
0,27,MA,3.649657740960155
1,58,MA,2.598979106047848
0,27,MA,2.0856720914304723
1,31,PhD,4.565946912831533
0,33,MA,3.710280068654017
1,46,MA,3.8728012922743646
0,48,MA,3.925911565864523
0,43,MA,3.959811802596086
1,40,MA,2.9311937524164198
0,42,MA,3.9781602479294143
1,33,MA,3.6984460479831482
0,38,MA,3.3619713351613183
0,32,MA,3.544294336406378
0,54,MA,3.927289871498145
0,33,MA,3.709906821306012
0,57,MA,4.138560789810371
0,55,MA,3.59836376236116
0,41,MA,3.7669972333778885
0,40,MA,4.1604824980582364
1,27,MA,3.096267415800821
0,39,MA,3.8727622914748436
1,41,Professional,3.592497032997634
0,55,PhD,3.584906863730958
1,63,MA,2.540991570974168
0,48,MA,3.921478164198901
1,36,MA,3.1135153092103742
1,37,MA,2.9565105604002095
0,63,PhD,4.244365296983058
1,56,MA,2.9644737776512184
0,61,MA,3.724557574903908
0,30,PhD,3.159444241098774
0,49,MA,3.8728004256064557
1,48,MA,3.1158398780328103
1,44,MA,3.5115454388310208
0,45,MA,3.4420193761824107
1,47,MA,3.1135153092103742
0,40,PhD,3.8965153813862727
0,42,MA,3.3619713351613183
0,47,MA,3.978160941264282
0,39,MA,3.3612430661551227
1,34,MA,4.150252194160397
0,46,PhD,2.3513752571634776
1,47,MA,2.667228206581955
0,34,PhD,3.0923061174083983
1,35,PhD,3.4572836159847427
0,48,MA,4.229475369545188
1,50,MA,3.3586377672433594
1,30,Professional,3.42859635585027
0,59,PhD,3.4011973816621555
0,38,MA,3.6114312943547935
0,40,PhD,4.0551219824004106
1,53,MA,3.3463891451671604
0,27,MA,3.4871365173398075
0,26,MA,3.4420193761824107
1,28,MA,2.8511399335700434
0,34,MA,3.1135153092103742
0,42,MA,4.209271671749139
1,34,MA,3.9681102902586276
1,60,MA,3.7161480143931214
0,39,MA,3.959811802596086
1,47,MA,4.150252194160397
0,37,MA,3.872798692268385
0,42,MA,3.649657740960155
1,41,MA,3.1388277838471086
0,37,MA,3.9404598192527236
0,39,Professional,3.585118353154675
0,34,MA,3.4572836159847427
1,33,MA,3.4403041282075293
1,35,MA,3.3612430661551227
0,34,MA,3.086486636822455
0,43,PhD,4.27826553371462
0,26,MA,2.70805020110221
0,54,PhD,3.686470304441914
1,37,MA,3.005298867423203
0,29,MA,3.486763269991802
1,25,Professional,2.7684551909581745
0,54,Professional,4.209271671749139
1,47,MA,3.84381146127854
1,52,MA,4.150252194160397
0,56,MA,3.2780876845000466
1,46,Professional,3.3586377672433594
0,55,MA,4.0551219824004106
1,49,MA,3.590439381300684
1,44,MA,3.590439381300684
0,51,MA,3.138099514840913
0,25,MA,1.8860518151979053
0,30,MA,2.2225240518191183
1,34,MA,3.6984460479831482
0,40,MA,3.044522437723423
0,64,MA,2.70805020110221
1,46,MA,3.959811802596086
1,35,MA,3.056356895370426
0,43,MA,3.4420193761824107
0,52,Professional,4.1604824980582364
1,56,MA,3.5270955485375297
0,57,MA,3.872798692268385
0,59,PhD,4.0551219824004106
1,41,MA,3.83197929775411
0,49,MA,4.27826553371462
1,56,MA,2.667228206581955
1,32,MA,2.9565105604002095
0,49,MA,3.912023005428146
1,42,MA,3.649657740960155
1,53,PhD,2.9562115153917077
0,42,PhD,3.544292891955273
0,41,MA,3.1388256171665394
0,56,MA,3.3619713351613183
1,34,PhD,2.7631695003232895
0,39,MA,4.383626049372447
1,42,PhD,4.264843028698624
0,43,MA,3.6984485241776333
0,56,MA,4.27826553371462
1,32,MA,2.764131182868772
0,56,PhD,3.4093125128811463
1,31,MA,3.096267415800821
0,55,Professional,3.492169159867882
0,42,MA,3.3619713351613183
1,30,MA,3.3619713351613183
0,59,MA,2.4203681286504293
1,56,MA,2.668824154601373
0,50,PhD,3.516124491189194
0,45,MA,4.1604824980582364
1,39,MA,3.592497032997634
0,27,MA,3.2676659890376327
1,35,MA,3.649657740960155
0,40,MA,3.649657740960155
0,33,Professional,3.7366691179497846
1,50,MA,3.8593779205904597
0,53,PhD,3.3619713351613183
1,49,Professional,3.516124491189194
1,56,Professional,4.1604824980582364
0,62,Professional,4.1604824980582364
0,27,MA,2.70518684635262
1,60,PhD,3.8728004256064557
0,24,MA,2.0794415416798357
0,33,MA,3.709906821306012
0,28,MA,2.995732273553991
0,39,MA,3.138099514840913
1,34,MA,3.762594491936217
0,47,PhD,3.4011973816621555
0,38,Professional,4.0551219824004106
0,52,Professional,3.959811802596086
0,55,MA,3.516124491189194
1,49,Professional,4.491221788699278
1,29,MA,3.292980939874984
0,32,MA,2.8134107167600364
1,32,PhD,3.9681102902586276
0,27,MA,3.585114886475528
0,48,PhD,3.5874002851640823
1,38,MA,3.649358695951653
1,34,MA,3.8525967278104063
1,38,Professional,4.1196589327004824
0,37,Professional,3.9571416760011764
0,33,MA,3.410759848526933
1,26,MA,3.4050578450037285
1,30,MA,3.42859635585027
0,57,MA,3.3785000688033255
0,45,MA,3.649655140954175
1,33,Professional,3.6924729896240662
0,32,Professional,3.9681102902586276
0,32,MA,3.2337644373619514
0,51,MA,4.0551219824004106
0,49,MA,3.649655140954175
0,57,Professional,3.744787086052232
1,38,PhD,3.9042972383970804
1,50,MA,3.8886724918198956
1,54,PhD,3.912023005428146
0,55,Professional,3.8728004256064557
0,56,MA,2.9565105604002095
0,38,MA,3.9460523822671765
1,33,MA,3.4262151446374434
0,57,MA,4.0551219824004106
1,26,Professional,3.959811802596086
0,27,MA,3.7784916128036232
1,37,MA,3.649657740960155
1,31,MA,3.4871365173398075
0,34,MA,3.7550156566120014
0,30,MA,3.756263532186468
1,33,PhD,3.8299991699495552
0,37,PhD,4.27826553371462
1,63,Professional,3.6984460479831482
0,28,MA,3.1388277838471086
1,43,MA,3.0044442141560124
1,42,MA,3.649657740960155
1,33,MA,3.516124491189194
0,32,MA,4.27826553371462
1,28,MA,2.995732273553991
0,45,MA,3.1354942159291497
0,43,Professional,2.4849066497880004
0,47,Professional,2.8903717578961645
1,42,MA,4.055064588053661
1,51,Professional,3.0587070727153796
1,50,Professional,4.0943445622221
0,55,MA,4.27826553371462
0,61,Professional,4.0551228490683195
0,49,MA,3.4265113007499943
1,38,Professional,3.0516399054922867
0,58,Professional,3.912023005428146
1,35,MA,3.0516399054922867
1,37,MA,3.585114886475528
0,39,PhD,3.4265141896459452
1,47,PhD,2.9562115153917077
0,49,PhD,3.1354942159291497
0,38,MA,2.7880929087757464
1,55,MA,2.7788192719904172
1,38,MA,3.4947744587796454
1,35,MA,3.710280068654017
1,55,MA,3.044522437723423
0,29,Professional,3.3619713351613183
0,33,PhD,2.4849066497880004
1,54,MA,3.8727622914748436
1,60,MA,2.9565105604002095
0,52,MA,3.9085168660988585
1,45,MA,3.3619713351613183
1,38,MA,2.6390573296152584
0,33,Professional,3.495502727785841
0,50,MA,3.300885826917777
0,56,MA,4.0551228490683195
1,37,MA,2.4849066497880004
0,58,PhD,3.624340932976365
0,52,MA,3.295836866004329
0,42,MA,2.6210388241125804
1,29,MA,2.782155316108993
0,30,MA,2.956506227053154
1,37,MA,3.3619713351613183
0,31,MA,3.283414346005772
1,45,MA,3.0518171947401584
0,46,MA,4.0551228490683195
0,32,Professional,3.3619713351613183
0,41,PhD,4.27826553371462
1,43,MA,1.6094379124341003
0,34,Professional,2.956506227053154
0,48,MA,4.278054044290903
1,57,Professional,3.9308447596687337
1,61,MA,3.789290240045849
0,62,PhD,4.054823804059818
1,60,MA,3.931070445681575
0,39,Professional,4.27826553371462
1,62,MA,3.225840605287843
0,63,MA,2.70805020110221
1,57,MA,3.2039652121324464
1,26,MA,3.2637975122597123
0,41,Professional,2.667228206581955
1,26,Professional,3.69199958145018
1,35,MA,3.0171267704081477
1,63,Professional,3.959811802596086
1,35,PhD,3.6888794541139363
1,41,MA,3.8316802527456075
0,55,PhD,3.83197929775411
1,47,MA,2.9562115153917077
0,62,MA,3.179646311676199
0,38,MA,3.585114886475528
0,50,MA,3.073850052817943
1,27,MA,3.1780538303479458
1,42,PhD,3.160398895109225
0,39,MA,3.087399462079815
1,29,MA,2.8903717578961645
1,63,MA,3.4195414294083024
0,40,Professional,3.4420193761824107
1,34,MA,3.2379232651216294
0,40,MA,3.073850052817943
0,34,MA,2.9444389791664403
1,58,PhD,2.954910279033736
0,38,MA,3.0210425815101556
1,52,MA,3.274963109698682
1,38,MA,3.0044442141560124
0,38,MA,2.8622008809294686
1,45,PhD,3.334943612549703
0,47,MA,3.592497032997634
1,48,MA,2.7631695003232895
0,35,MA,3.872798692268385
0,39,MA,3.4420193761824107
1,55,MA,3.292980939874984
1,47,PhD,3.4265141896459452
0,37,Professional,3.585114886475528
1,41,MA,3.179646311676199
0,38,Professional,2.667228206581955
0,54,PhD,4.0551219824004106
1,41,MA,3.544294336406378
0,54,MA,2.302585092994046
1,49,MA,3.4420193761824107
1,31,MA,3.295836866004329
0,56,PhD,2.8511399335700434
0,40,PhD,3.912023005428146
1,37,MA,3.1790949548563563
0,37,MA,3.584906863730958
1,29,MA,2.8903717578961645
1,59,PhD,3.506557897319982
1,25,PhD,3.4270925229574924
0,56,MA,3.1790949548563563
1,36,MA,2.302585092994046
1,56,MA,2.995732273553991
1,39,MA,3.544294336406378
1,63,MA,4.0551219824004106
0,35,Professional,3.4420193761824107
1,48,MA,3.674349402329611
0,34,MA,3.2188758248682006
1,33,MA,2.9562115153917077
1,34,MA,3.2376975791087887
1,36,MA,3.3619713351613183
0,52,Professional,3.711352309965995
1,50,Professional,3.4011973816621555
1,39,MA,3.721975681603126
1,60,MA,3.46733358416022
0,59,MA,2.8507065015037334
1,41,PhD,3.58351893845611
1,30,MA,3.7612001156935624
1,30,MA,3.5158479442270743
0,24,MA,3.0518195583844725
1,51,PhD,3.0853444322436783
1,37,MA,3.0757749812275277
1,47,PhD,2.9812022217696654
0,62,PhD,3.686470304441914
1,58,MA,3.2769770040417665
1,62,Professional,3.3619713351613183
0,47,MA,3.3586377672433594
1,51,MA,3.8240033280667123
1,52,MA,3.9512437185814275
0,39,MA,3.584906863730958
1,61,MA,3.544292891955273
1,38,MA,3.673765816303888
1,49,MA,3.3619713351613183
0,51,PhD,4.244365296983058
1,56,MA,3.413264629548869
1,57,MA,2.7488721956224653
1,31,MA,3.2376975791087887
1,28,PhD,3.69047713547443
1,38,MA,3.1780538303479458
0,45,Professional,4.27826553371462
0,32,MA,3.3524072174927233
0,36,MA,3.6931425763038344
1,35,MA,2.782155316108993
0,41,MA,3.4657359027997265
0,37,Professional,4.0551219824004106
1,34,Professional,4.27826553371462
1,37,MA,3.937339813411936
0,51,PhD,4.27826553371462
1,53,Professional,3.872798692268385
1,53,Professional,4.135166556742356
0,53,Professional,4.27826553371462
1,25,PhD,3.3612430661551227
1,55,MA,2.995732273553991
0,58,PhD,4.0551219824004106
0,63,Professional,4.0551219824004106
0,35,MA,2.8229698820090032
0,41,Professional,4.27826553371462
1,38,PhD,3.547373491819757
0,31,MA,3.3619713351613183
0,30,MA,3.80380903983546
1,60,MA,2.70805020110221
0,29,MA,3.571692334614245
0,40,MA,3.2188758248682006
1,41,MA,3.1780538303479458
0,49,PhD,3.709906821306012
0,41,MA,3.585114886475528
0,57,PhD,4.0551228490683195
0,60,MA,3.4420193761824107
0,37,PhD,3.4657359027997265
1,52,MA,3.341765797892729
1,41,MA,3.4947744587796454
0,35,MA,2.169053700369523
1,27,MA,2.9812022217696654
1,48,PhD,4.27826553371462
0,54,MA,3.882594194737334
1,36,MA,2.4423470353692043
0,61,MA,3.6114312943547935
1,48,MA,3.6694570545220406
0,48,PhD,3.4262151446374434
1,46,PhD,3.8728004256064557
1,43,MA,3.762594491936217
1,30,MA,3.959811802596086
1,58,MA,3.6375861597263857
0,54,PhD,3.8728004256064557
0,60,MA,3.8525967278104063
1,46,MA,2.7123077913548514
0,56,PhD,3.575550768806933
0,42,MA,3.710280068654017
1,37,MA,2.8622008809294686
0,61,MA,3.6984460479831482
0,60,MA,3.6033215657522897
1,34,PhD,3.2188758248682006
1,49,MA,3.4011973816621555
0,29,MA,4.012560408555747
0,54,MA,3.021049081537781
0,54,MA,3.3131811709918866
1,44,MA,3.5103925356875516
1,54,PhD,2.9892949315899857
1,30,MA,3.005298867423203
0,39,PhD,3.3619713351613183
1,60,Professional,2.9562115153917077
0,57,Professional,3.8728004256064557
1,56,MA,3.6982107815428207
0,57,MA,3.6109179126442243
1,56,MA,3.179646311676199
1,44,MA,3.466777027308137
1,53,PhD,3.744964375300104
1,47,PhD,3.8727934922361444
0,51,PhD,4.160480764720166
0,51,PhD,3.709906821306012
0,29,MA,3.2188758248682006
0,27,MA,3.328070978893597
1,42,PhD,2.47232786758114
1,29,PhD,3.292980939874984
0,30,MA,3.0742892627095375
1,50,MA,3.767436443269483
1,27,MA,3.6375861597263857
1,33,MA,3.056356895370426
1,59,MA,3.4403041282075293
1,36,MA,3.005298867423203
0,54,Professional,3.7495040759303713
0,54,Professional,4.1604824980582364
1,51,Professional,4.27826553371462
1,57,MA,4.091488636092755
1,63,MA,4.054823804059818
0,33,MA,3.624340932976365
1,41,MA,3.4011973816621555
0,26,Professional,3.7283011960106345
