female,age,education,ln_wage
1,28,PhD,3.516124491189194
1,54,MA,3.46733358416022
0,29,MA,3.0288285010431806
0,60,MA,2.8903717578961645
0,31,MA,3.069839452056604
0,50,MA,3.056356895370426
1,54,MA,3.5610460826040513
0,31,MA,3.2566146713684687
0,48,PhD,3.447273839959991
0,40,MA,3.268884294221446
0,45,PhD,3.5580871638639127
1,62,MA,2.667228206581955
1,35,MA,3.8215073136753697
0,44,Professional,4.0551228490683195
0,44,MA,3.295836866004329
0,44,MA,3.516124491189194
0,41,MA,3.8066624897703196
1,27,Professional,2.8511399335700434
1,55,MA,2.8585242892718594
1,32,MA,3.2379232651216294
1,45,MA,2.5257286443082556
1,64,MA,3.246490991901174
0,60,MA,3.4871365173398075
1,59,MA,3.624340932976365
0,48,MA,3.872798692268385
0,57,MA,3.0742892627095375
1,50,MA,3.328070978893597
1,32,MA,3.6809060844512396
1,31,MA,2.2203469947570738
1,62,Professional,2.94706710157271
0,28,MA,2.9562115153917077
0,49,PhD,3.8728004256064557
1,46,PhD,3.516126967383679
0,33,Professional,2.9559514035421466
0,40,MA,3.8319782144191064
0,35,MA,3.0044442141560124
1,40,MA,2.5257286443082556
0,39,Professional,4.27826553371462
0,49,PhD,3.332204510175204
1,50,PhD,3.8210036070409776
0,51,MA,3.123565645063876
1,53,PhD,3.0044442141560124
0,42,MA,3.872798692268385
0,47,MA,3.6661849827978936
1,64,MA,2.618284045048291
1,24,MA,2.4849066497880004
0,60,MA,2.9562115153917077
1,52,MA,2.7013612129514133
0,45,MA,3.4673318508191446
0,42,MA,4.054823804059818
1,53,PhD,3.39834145553281
0,58,PhD,2.9562115153917077
0,44,MA,4.0551219824004106
1,43,MA,4.27826553371462
1,45,Professional,2.5257286443082556
1,61,MA,4.003827045903184
0,24,MA,3.410322289439156
0,50,MA,2.8903717578961645
1,38,MA,2.9156820658523297
0,28,PhD,3.274963109698682
0,32,MA,3.274963109698682
1,27,MA,3.1135153092103742
0,39,MA,2.9812022217696654
0,42,MA,3.9687718909783865
0,35,MA,3.6114312943547935
1,35,MA,3.328070978893597
1,39,MA,3.39476003969815
0,59,MA,3.3044417131978476
0,62,MA,3.3044417131978476
0,42,MA,3.8728004256064557
1,52,MA,3.872798692268385
1,51,MA,3.8727622914748436
1,38,MA,3.6114312943547935
1,54,MA,3.734813692154023
0,51,PhD,3.959811802596086
0,46,MA,4.160483364726145
0,50,MA,4.1604824980582364
0,64,MA,4.141811099461024
1,41,MA,2.5998337593150387
1,54,MA,4.135166556742356
1,40,Professional,3.59836376236116
0,58,PhD,4.1604824980582364
1,64,PhD,3.872798692268385
1,51,MA,2.733360509058375
0,36,Professional,3.959811802596086
1,59,MA,3.415082355883227
1,35,MA,3.010073390824649
0,61,Professional,4.095943283585798
1,41,MA,4.0551219824004106
0,44,PhD,4.032650387155971
0,33,MA,3.872798692268385
0,36,MA,4.003827045903184
1,35,Professional,3.0518171947401584
0,49,Professional,3.8727622914748436
0,40,MA,3.585118353154675
0,49,MA,3.0828269804049246
1,53,Professional,3.8728004256064557
0,41,MA,4.0551219824004106
0,55,Professional,4.253572921124249
0,33,Professional,2.70805020110221
1,36,PhD,3.6635616461296463
0,46,MA,3.631998207741889
0,60,MA,2.4849066497880004
1,58,MA,3.872798692268385
0,43,PhD,2.6741486494265287
1,43,Professional,3.0516399054922867
0,56,PhD,3.138099514840913
0,49,MA,3.959600313172369
1,46,MA,3.624340932976365
1,63,MA,2.3589654264301534
0,60,MA,3.7348561403539606
1,60,MA,3.544294336406378
1,39,MA,2.733360509058375
1,50,MA,3.5626451821504634
0,42,Professional,3.073850052817943
1,39,PhD,3.9787466374710543
0,54,MA,3.4420193761824107
0,45,MA,3.0742892627095375
1,44,MA,3.0171267704081477
0,43,MA,2.9311937524164198
1,42,MA,2.8511399335700434
1,30,MA,3.7669972333778885
1,64,MA,3.248822901236153
1,34,MA,2.539631549477247
0,33,MA,3.8727622914748436
1,39,MA,3.096267415800821
1,56,MA,3.543853682063679
0,32,MA,3.8728004256064557
0,52,MA,3.872798692268385
0,63,PhD,3.721975681603126
1,34,MA,3.247519429587697
0,31,MA,3.1617127051348266
0,31,MA,2.917770732084279
0,45,PhD,4.0551219824004106
0,46,MA,3.4011973816621555
1,55,PhD,3.066501344442198
1,54,Professional,4.499809670330265
0,58,PhD,4.070886372603279
1,38,MA,3.3619713351613183
1,43,MA,3.5263605246161616
0,46,MA,2.9886321270636844
1,55,PhD,3.9781602479294143
1,33,MA,2.733367009086
0,55,PhD,3.721467643707088
0,38,MA,2.764131182868772
1,42,MA,3.3612430661551227
0,59,MA,4.048755789864192
1,31,MA,3.2033641383041105
1,55,MA,2.7495552055613066
1,60,MA,2.798536644160581
1,37,MA,3.043517604042784
1,55,MA,2.9575110607337933
0,37,MA,3.8727622914748436
1,36,PhD,4.055118515721263
0,49,PhD,3.649653407613099
1,47,MA,3.157180074042299
0,27,PhD,3.71965111278069
0,46,MA,3.462315999089723
1,46,PhD,3.868990235610726
1,28,MA,3.033461490363998
1,30,MA,2.9156874825449512
0,54,Professional,3.767436443269483
1,27,Professional,2.976307324928243
1,55,MA,3.9932434807994013
0,50,Professional,3.544294336406378
1,38,MA,3.4420193761824107
1,61,Professional,2.3284964747785466
0,62,MA,3.674349402329611
1,35,MA,3.140914283398489
1,37,MA,2.4849066497880004
1,44,MA,2.851145711395328
1,37,MA,2.956506227053154
1,36,MA,3.3619713351613183
0,54,MA,3.43993287663103
1,32,MA,2.850097858758225
0,56,Professional,3.585114886475528
1,50,MA,3.75497925581846
0,55,MA,3.744787086052232
0,63,MA,4.054823804059818
0,59,Professional,2.955777958046958
0,63,MA,4.0551228490683195
1,27,MA,3.179646311676199
1,28,MA,3.179646311676199
0,33,PhD,3.912023005428146
0,33,MA,3.5553480614894135
1,26,MA,3.1790949548563563
1,33,MA,3.097192335178444
1,39,MA,2.863419186113282
1,25,PhD,3.1354942159291497
1,52,MA,3.0518171947401584
1,41,MA,3.9681102902586276
1,36,PhD,3.091042453358316
1,24,MA,2.4864887309706516
0,51,MA,3.544292891955273
0,29,MA,3.4420193761824107
1,38,Professional,4.27826553371462
0,37,MA,2.9565105604002095
0,34,Professional,3.7942399697717626
1,41,MA,3.073850052817943
1,31,MA,3.0204248861443626
0,45,MA,3.585118353154675
1,38,MA,3.2376975791087887
0,49,MA,3.516124491189194
1,46,MA,3.4420193761824107
1,56,Professional,3.9681102902586276
1,47,MA,3.0742892627095375
0,56,Professional,4.054823804059818
1,31,MA,2.9565105604002095
0,60,MA,3.5100517865742376
0,48,MA,2.956506227053154
1,46,MA,3.9512437185814275
0,51,PhD,4.27826553371462
0,47,MA,4.1604824980582364
1,35,MA,4.1647253589839
0,52,MA,1.3217558399823195
1,50,PhD,3.3945083935113587
0,46,MA,3.83197929775411
1,28,MA,3.179646311676199
0,35,MA,3.7784916128036232
1,54,MA,3.094817138444146
1,33,MA,3.1790949548563563
0,31,MA,3.3141860046725258
1,29,MA,3.960813169597578
1,29,Professional,2.4864991311162536
0,30,MA,3.592497032997634
1,31,MA,2.7821367444549083
0,32,MA,3.744966738944418
0,51,MA,4.27826553371462
1,50,MA,1.7524987552747524
0,47,PhD,3.624340932976365
1,37,MA,3.328070978893597
0,33,MA,3.8727622914748436
1,52,MA,4.135166556742356
0,55,MA,4.27826553371462
1,38,MA,4.27826553371462
1,36,MA,2.601815229144821
0,46,MA,2.540991570974168
0,32,Professional,3.585114886475528
0,34,MA,3.8727622914748436
1,34,MA,3.649358695951653
1,55,Professional,3.3391249530197777
0,48,PhD,3.8895501495760874
1,39,PhD,4.007333185232471
0,49,MA,3.8316802527456075
0,45,Professional,3.4947744587796454
1,39,MA,4.0551228490683195
1,46,MA,4.054823804059818
0,51,MA,3.8319782144191064
0,63,PhD,4.27826553371462
1,28,MA,2.3829855184320836
1,31,MA,2.8113220505280867
1,35,MA,2.8142103969306005
0,29,PhD,3.6082115510464816
0,43,MA,4.0551219824004106
1,42,MA,4.012560408555747
0,55,PhD,4.27826553371462
1,50,PhD,4.1604824980582364
0,40,MA,3.6982107815428207
0,26,MA,2.9559514035421466
0,60,MA,4.0551219824004106
0,28,PhD,3.3619713351613183
0,37,PhD,3.0618632760198157
1,29,PhD,3.0742892627095375
0,53,MA,3.410322289439156
1,44,MA,4.27826553371462
1,44,MA,3.597996957636763
0,33,MA,3.5146971832803082
1,27,MA,2.302585092994046
1,38,MA,4.27826553371462
1,35,MA,3.263994495441231
0,26,MA,3.5553480614894135
0,43,MA,3.6534012291073603
1,52,PhD,3.8728004256064557
0,31,MA,3.872798692268385
1,34,MA,3.4752994014172094
0,27,MA,3.3141860046725258
1,64,MA,3.3612430661551227
0,40,MA,3.9681102902586276
1,34,MA,4.27826553371462
0,34,MA,3.3634570536793085
0,45,PhD,3.872798692268385
0,32,MA,3.4011973816621555
0,51,MA,3.83197929775411
0,48,MA,3.7376696182833684
0,38,MA,4.1604824980582364
0,33,MA,3.8728004256064557
1,60,MA,4.021221745668848
1,25,MA,3.2188758248682006
0,54,MA,4.237445128084958
0,40,MA,3.8215073136753697
0,63,MA,3.6496187401606335
0,54,Professional,3.584906863730958
0,50,MA,3.624340932976365
1,36,MA,3.598359657082661
0,54,PhD,2.9074213512222755
1,53,PhD,3.4262151446374434
1,31,MA,3.585114886475528
0,41,Professional,3.623339565974873
1,26,MA,2.4849066497880004
0,57,MA,3.7894202485531103
0,59,MA,4.0551219824004106
0,46,MA,3.661636717720062
1,40,MA,2.6390573296152584
1,57,Professional,3.3619713351613183
1,42,MA,4.27826553371462
0,38,MA,3.872798692268385
0,47,MA,3.4262151446374434
0,61,MA,4.0551219824004106
1,44,MA,3.710280068654017
0,56,Professional,3.8728004256064557
0,56,MA,3.710280068654017
1,41,MA,3.959811802596086
0,44,MA,3.4265141896459452
0,57,MA,4.0551219824004106
0,38,MA,3.544294336406378
1,40,MA,3.544294336406378
1,58,MA,2.833213344056216
0,56,MA,3.912023005428146
0,55,MA,3.7186462791000507
0,29,MA,3.3141860046725258
1,43,MA,3.4420193761824107
0,52,MA,3.6888794541139363
0,51,MA,4.0551219824004106
1,38,MA,3.5160130560907366
1,50,PhD,3.8153909523341594
0,51,MA,3.649657740960155
1,47,Professional,2.0149030205422647
1,26,Professional,2.869498001590518
1,36,MA,3.1354942159291497
1,37,MA,3.4265141896459452
0,40,MA,3.4265141896459452
0,46,Professional,3.7942399697717626
1,44,Professional,4.091377200994299
0,53,Professional,3.8728004256064557
0,48,MA,3.6534012291073603
1,57,Professional,3.83197929775411
0,54,PhD,3.4955070611328964
0,34,PhD,4.1604824980582364
0,31,MA,2.445667603133328
1,53,MA,4.007333185232471
0,47,MA,3.123565645063876
0,57,Professional,4.070734696582967
0,41,MA,3.4871380467554407
0,31,MA,3.4011973816621555
1,47,PhD,4.091377200994299
0,35,PhD,3.157180074042299
1,36,PhD,4.091488636092755
1,44,MA,3.8149612925850147
0,46,MA,3.6534012291073603
1,26,MA,2.9999898638066322
0,36,MA,3.649657740960155
1,34,MA,3.767436443269483
1,24,MA,2.4336133554004498
1,38,Professional,2.4203681286504293
0,32,MA,2.792697675162495
0,40,MA,4.120661870539474
1,62,MA,3.3612430661551227
1,41,MA,2.4203681286504293
1,40,MA,3.6496187401606335
1,43,PhD,2.4203681286504293
1,35,MA,2.4203681286504293
1,37,MA,3.3617633124167483
0,56,Professional,3.937040768403434
0,54,Professional,3.6534012291073603
1,51,MA,3.2566146713684687
0,61,MA,4.091937500906344
1,59,MA,3.710280068654017
1,39,MA,3.310679865343238
1,36,MA,2.693274915520056
0,50,MA,3.7186497457791976
1,60,PhD,2.7985001040242823
1,56,MA,3.005298867423203
1,56,MA,2.9562115153917077
1,55,MA,3.871201010907891
0,39,MA,3.543853682063679
1,53,MA,2.711377991194885
1,48,MA,2.598979106047848
1,38,Professional,3.83197929775411
0,46,Professional,3.927289871498145
0,38,MA,2.5733752977756086
1,34,MA,3.0518195583844725
0,35,MA,3.6271813396437205
0,41,MA,2.851145711395328
0,41,MA,3.179646311676199
1,34,PhD,3.3131811709918866
0,44,MA,3.0698373885607744
1,42,MA,3.328070978893597
1,38,MA,3.8886724918198956
0,42,MA,4.0551219824004106
0,57,Professional,3.8728004256064557
0,51,MA,4.0551219824004106
1,29,MA,3.051166980442092
1,61,PhD,2.9846785484709555
0,62,Professional,3.7186497457791976
0,39,MA,4.135166556742356
0,31,Professional,3.821441627196908
0,58,Professional,3.8215073136753697
1,25,MA,3.506557897319982
0,45,Professional,4.205944872134994
1,38,MA,-2.995732273553991
0,35,Professional,3.8728004256064557
1,63,MA,3.674349402329611
1,30,MA,3.789290240045849
0,32,MA,3.8316802527456075
1,33,MA,3.7669972333778885
1,46,MA,3.847484484290575
0,47,MA,4.135166556742356
0,41,MA,4.0551219824004106
1,42,MA,2.913494175317019
0,63,MA,4.0551219824004106
1,32,MA,3.2434600304987393
1,57,PhD,3.871201010907891
0,40,MA,3.157180074042299
1,32,MA,1.9348203120687069
1,51,Professional,3.3205294785947004
1,63,MA,3.767436443269483
1,40,MA,3.1292636661785136
1,34,MA,1.6567840330312986
1,53,PhD,3.6396892099231644
0,56,PhD,4.0551219824004106
0,44,Professional,3.5553480614894135
1,58,MA,3.533119980872258
0,37,Professional,3.9205333561129465
0,26,MA,2.1355264628660033
0,54,MA,4.0551219824004106
1,59,MA,3.506553897311982
1,52,MA,3.6400882899440044
0,38,Professional,4.0551219824004106
1,41,MA,3.8318969609488613
1,39,MA,3.3211525906531154
0,29,Professional,2.157559320943788
0,31,MA,3.598359657082661
1,61,PhD,4.27826553371462
0,64,Professional,4.27826553371462
1,47,MA,2.8507065015037334
1,52,PhD,3.45736765312921
1,58,MA,3.7812307151781224
1,38,MA,3.6927780945295936
1,38,MA,3.1354942159291497
1,59,MA,3.784189633918261
1,40,MA,3.3205294785947004
0,38,Professional,3.4947744587796454
0,62,Professional,4.0551219824004106
1,62,MA,3.673765816303888
0,28,Professional,3.2078206553340602
1,54,PhD,4.091488636092755
0,56,PhD,3.734813692154023
0,42,MA,3.005298867423203
1,61,Professional,3.530030253505124
0,32,MA,3.328070978893597
0,33,MA,3.328070978893597
0,55,MA,4.27826553371462
1,54,MA,3.8316802527456075
0,35,MA,2.7568403652716422
0,55,Professional,3.8728004256064557
1,40,MA,3.1388256171665394
0,53,Professional,4.0551219824004106
1,55,MA,3.2033641383041105
0,50,PhD,3.8109256119602177
1,44,PhD,3.756263532186468
1,29,MA,2.9565105604002095
1,24,MA,3.0518171947401584
0,39,PhD,3.912023005428146
1,53,Professional,4.0551219824004106
1,29,MA,2.9426224482400425
1,26,MA,2.9496883350525844
0,46,Professional,3.959811802596086
1,45,Professional,3.959811802596086
0,46,PhD,3.8728004256064557
1,58,MA,3.5303964867998237
0,61,MA,4.27826553371462
0,42,Professional,4.092605551018244
1,39,MA,3.673765816303888
1,38,MA,3.7266183006142044
1,46,MA,3.324236340526027
1,48,MA,3.179646311676199
0,36,MA,3.4265131063109417
1,32,PhD,3.455264602932431
0,29,PhD,3.584906863730958
1,39,MA,3.8215073136753697
0,39,MA,3.544294336406378
1,53,MA,3.4571050136004513
0,54,Professional,3.8728004256064557
0,42,MA,3.862748724092907
1,43,PhD,4.0551219824004106
1,48,MA,3.620141652134808
0,32,MA,3.7784916128036232
0,44,MA,3.649657740960155
0,34,MA,3.472323531647176
0,39,Professional,3.8728004256064557
1,53,Professional,4.0551219824004106
1,38,MA,3.9215920754918434
1,41,MA,4.27826553371462
1,43,Professional,4.0551219824004106
0,45,Professional,3.8728004256064557
1,43,MA,3.795611172101156
1,28,MA,3.3395032065960257
0,24,MA,2.6688241546013733
1,30,Professional,2.8023555472258956
0,45,MA,3.8215073136753697
1,48,MA,3.457286242252409
1,56,MA,3.912023005428146
1,42,Professional,3.6308650590533085
0,42,Professional,3.283414346005772
1,31,MA,3.789290240045849
1,33,MA,3.4871365173398075
0,35,MA,3.649657740960155
1,56,PhD,3.8389001888748933
1,59,Professional,3.001962823304627
0,36,MA,4.0551219824004106
1,34,MA,3.292980939874984
0,27,MA,4.0551219824004106
0,63,MA,3.83197929775411
1,59,MA,4.0551228490683195
1,34,MA,3.0698373885607744
0,41,MA,4.0551219824004106
0,39,PhD,3.912023005428146
1,45,MA,3.544294336406378
1,29,MA,2.8511399335700434
1,36,MA,4.27826553371462
1,48,MA,3.8728004256064557
0,30,MA,3.571692334614245
1,44,PhD,3.872798692268385
1,29,PhD,3.3619713351613183
1,30,MA,3.4420193761824107
0,50,MA,4.116997386118498
0,47,MA,4.0551219824004106
0,59,Professional,4.0551219824004106
0,52,MA,3.7748175701798665
1,47,MA,3.7079268943673647
1,28,MA,3.307165051726476
0,27,MA,3.7669972333778885
0,64,PhD,3.292980939874984
0,31,Professional,3.767436443269483
1,40,MA,3.674349402329611
0,31,Professional,3.585114886475528
1,31,MA,3.750679855019383
0,32,MA,3.7250908360765083
0,51,MA,4.0551228490683195
1,30,MA,2.6200201235951743
0,54,Professional,4.27826553371462
0,30,MA,3.584906863730958
0,29,Professional,4.1604824980582364
0,39,MA,4.0551228490683195
1,37,MA,4.0551228490683195
1,32,MA,3.710280068654017
1,58,MA,4.084681356811144
1,42,PhD,3.7186462791000507
0,43,PhD,3.6904781754776335
0,54,Professional,3.709906821306012
1,54,Professional,3.4420193761824107
1,54,PhD,2.9565105604002095
0,29,MA,2.882403588246988
1,32,PhD,2.805684949728971
1,43,Professional,3.1790949548563563
0,48,Professional,3.8728004256064557
0,31,MA,2.6784497313259195
0,29,MA,2.6784497313259195
1,64,Professional,3.292126286607793
0,28,MA,2.5032557884561966
0,42,PhD,3.6901286735143684
0,38,MA,3.292980939874984
1,33,MA,3.500120555355976
0,59,PhD,3.8728004256064557
1,56,MA,3.1928968296868545
0,55,MA,3.564916424069598
1,61,MA,3.7297014486341915
1,36,MA,3.2188758248682006
1,37,MA,3.0742892627095375
0,38,MA,3.3619713351613183
1,36,MA,3.179646311676199
1,44,MA,3.6888794541139363
0,46,MA,3.709906821306012
1,49,MA,2.7813006628418027
0,34,MA,3.585114886475528
1,61,MA,2.7327428136925818
1,37,Professional,2.6279963822558337
0,43,Professional,3.6888794541139363
1,24,MA,2.70805020110221
1,32,Professional,3.742946675384212
0,30,Professional,3.4871365173398075
1,62,MA,2.733360509058375
1,56,MA,4.02535169073515
0,42,MA,3.481240089335692
0,43,Professional,3.2188758248682006
0,36,MA,3.3619713351613183
1,34,MA,3.1388256171665394
0,57,Professional,4.0551219824004106
0,53,MA,2.7568403652716422
0,53,MA,3.9550387062998924
0,56,Professional,4.0551219824004106
0,50,MA,2.2633503797427634
0,53,MA,3.8210036070409776
0,32,MA,3.767436443269483
1,32,MA,3.408494502323205
0,49,Professional,3.872450230308323
1,52,MA,2.598979106047848
0,32,Professional,4.0551219824004106
1,45,MA,3.5077001018987586
1,27,PhD,2.2910907135683107
1,26,PhD,3.2676659890376327
1,45,Professional,2.598979106047848
0,47,Professional,2.7736298467481917
1,52,MA,3.4572626055951043
1,40,MA,3.1548704948922883
1,41,MA,2.8622008809294686
0,54,MA,2.157992753010098
0,37,MA,3.119914543452405
0,38,MA,2.774181203568035
0,27,MA,3.0044442141560124
1,52,MA,3.2441926328519908
1,49,MA,3.4420193761824107
1,60,MA,2.70805020110221
0,28,Professional,2.782152220857264
1,37,MA,2.70805020110221
1,52,MA,3.4265141896459452
0,24,MA,3.005298867423203
1,52,MA,3.4420193761824107
0,58,MA,3.4420193761824107
1,60,MA,2.2633503797427634
1,54,MA,3.4420193761824107
1,39,Professional,3.3619713351613183
1,59,MA,3.4258899942525267
0,51,MA,3.1201402294652456
1,43,MA,3.0618632760198157
1,50,PhD,2.4864991311162536
0,55,MA,3.516124491189194
0,43,Professional,2.7736298467481917
0,41,MA,3.7186497457791976
1,55,MA,2.954910279033736
0,35,PhD,3.3619713351613183
1,63,MA,3.310679865343238
1,55,MA,2.9565105604002095
1,42,Professional,2.9565105604002095
0,43,Professional,3.2561716096118976
1,59,PhD,3.5017362920407646
0,54,MA,3.2566146713684687
1,55,PhD,3.5502780880095246
1,60,MA,3.480131783083459
0,61,MA,3.4420193761824107
1,27,MA,2.4849066497880004
1,31,MA,2.9562115153917077
0,44,MA,3.0742892627095375
1,30,MA,3.1799686625527173
1,39,MA,3.038791763014438
0,39,MA,3.46733358416022
1,58,MA,2.70805020110221
0,58,MA,4.105760631703386
1,30,MA,2.302585092994046
1,48,MA,3.506557897319982
0,50,MA,3.4420193761824107
1,56,MA,3.585114886475528
1,43,Professional,2.853015971352396
0,36,MA,4.135166556742356
0,38,MA,3.544294336406378
1,56,MA,3.1016816782826067
0,50,Professional,4.135166556742356
0,59,PhD,3.584906863730958
1,57,MA,2.719649336945562
0,30,Professional,3.0044442141560124
0,60,Professional,3.5696150332866186
1,52,MA,2.70805020110221
0,53,Professional,3.107854874690939
0,56,MA,3.3612430661551227
1,49,MA,3.709906821306012
1,31,MA,3.2188758248682006
1,36,PhD,3.585114886475528
0,35,MA,3.710280068654017
1,57,MA,4.27826553371462
0,51,MA,4.14609180118027
0,36,MA,3.467297183366679
1,35,MA,2.8142103969306005
1,55,Professional,3.872798692268385
1,28,MA,2.9041650800285006
0,49,MA,3.585114886475528
0,36,MA,2.1162555148025524
0,45,MA,3.1662272265060802
0,59,PhD,3.649657740960155
0,56,MA,3.073850052817943
0,30,PhD,3.0647251450409425
0,49,Professional,3.7999735016195233
0,35,MA,3.7999735016195233
1,33,Professional,2.580216829592325
0,37,MA,3.056356895370426
1,31,MA,3.585114886475528
0,29,MA,3.506557897319982
0,59,MA,4.16027100863452
1,57,MA,2.995732273553991
0,53,MA,3.6496534076130995
0,53,MA,2.7332846722807513
1,50,MA,3.8727622914748436
1,37,MA,2.9311937524164198
1,52,MA,3.3619713351613183
0,60,PhD,4.27826553371462
1,50,MA,3.4442112579677606
1,27,PhD,3.1388277838471086
0,52,MA,3.6405244225333138
1,29,MA,3.187616297212723
0,58,MA,3.649655140954175
1,56,MA,3.872798692268385
0,44,MA,3.119914543452405
0,45,Professional,3.709906821306012
1,41,MA,3.584906863730958
1,64,Professional,2.995732273553991
0,52,MA,4.0551219824004106
1,40,MA,3.5565663666732275
0,64,Professional,3.710280068654017
1,64,Professional,3.584906863730958
0,36,MA,3.8728004256064557
0,46,MA,2.8777929756893044
1,43,PhD,3.710280068654017
1,34,MA,2.9156874825449512
1,28,MA,2.8134107167600364
0,45,MA,4.27826553371462
1,31,MA,2.772588722239781
0,43,MA,3.754016233759194
0,56,MA,4.0551228490683195
0,60,MA,3.872799732271588
0,58,PhD,3.6904781754776335
0,63,MA,3.348548783300035
0,27,MA,1.926872943035229
1,30,MA,1.926872943035229
1,50,MA,3.709906821306012
1,27,Professional,3.1163557158777295
0,52,MA,3.3785000688033255
0,39,MA,4.0551219824004106
0,30,MA,2.9562115153917077
1,26,MA,2.8243506567983707
1,61,MA,2.9565105604002095
0,60,Professional,3.959811802596086
1,47,MA,2.865053949911875
0,43,MA,3.872798692268385
1,40,MA,3.8727934922361444
1,44,MA,3.3173627715828546
1,34,Professional,3.544294336406378
0,46,MA,4.0551219824004106
1,36,Professional,3.709906821306012
0,59,MA,3.872450230308323
0,51,PhD,3.959811802596086
1,47,MA,3.316909565139566
1,51,MA,3.8727622914748436
0,38,MA,3.179646311676199
1,62,MA,1.9697613648774932
0,44,MA,3.3612430661551227
0,30,MA,2.1102132003465894
0,58,MA,3.3058872018578307
0,41,MA,3.58351893845611
1,61,MA,2.7488721956224653
1,33,MA,3.2188758248682006
0,35,MA,2.995732273553991
0,47,MA,3.2188758248682006
0,29,PhD,2.302585092994046
0,28,PhD,3.332204510175204
1,34,MA,2.4849066497880004
1,40,MA,3.1635216647361233
1,39,Professional,4.0551219824004106
1,50,MA,2.9226058707854325
1,61,MA,3.1388147836932734
0,35,Professional,4.1604824980582364
1,54,MA,3.649655140954175
1,29,MA,3.3676701441586356
0,53,PhD,3.5662766972389006
0,26,MA,2.1833163388196724
0,57,MA,4.0163830207523885
1,47,MA,3.244188299504935
0,50,MA,3.7999735016195233
0,38,MA,3.292980939874984
0,38,Professional,3.7999735016195233
1,54,MA,3.4011973816621555
0,36,Professional,3.7999735016195233
0,44,MA,2.8134107167600364
0,57,PhD,4.1604824980582364
1,30,PhD,4.109848748758066
1,33,MA,3.2188758248682006
0,41,MA,4.0551219824004106
1,59,PhD,3.3619713351613183
0,56,PhD,3.457286242252409
1,30,PhD,2.0149030205422647
1,43,MA,3.6651629274966204
0,31,MA,2.5045161508904683
0,47,PhD,3.4125363605426733
1,53,MA,3.3619713351613183
0,54,MA,3.767436443269483
1,31,MA,2.4765384001174837
0,51,MA,3.1354942159291497
1,34,MA,3.4577614831310184
1,30,MA,3.5473798918402366
0,34,PhD,2.803744145643266
1,32,MA,3.575550768806933
0,31,MA,2.70805020110221
1,27,MA,3.0518171947401584
1,26,PhD,2.9565105604002095
0,26,MA,2.0856720914304723
1,31,MA,2.9444389791664403
0,31,MA,2.918371152396523
0,59,MA,3.17161648838394
0,50,MA,2.9565105604002095
1,62,MA,3.8215073136753697
0,30,PhD,2.869498001590518
0,38,MA,3.6645457770984833
1,32,Professional,3.5626451821504634
1,34,MA,2.9564065548878236
1,31,MA,3.949761851928414
1,50,MA,2.8229698820090032
0,47,Professional,3.0827436505436205
1,36,MA,2.865053949911875
1,31,MA,2.264363880173848
1,35,MA,2.9565105604002095
0,36,MA,3.39476003969815
1,58,MA,3.4912885790336428
0,61,MA,3.816712825623821
0,35,MA,4.1604824980582364
0,57,MA,3.959811802596086
1,61,PhD,3.9449934570980547
1,59,MA,2.9565105604002095
1,61,MA,3.408494502323205
0,60,MA,3.17161648838394
1,43,MA,2.456735772821304
1,49,MA,3.2566146713684687
0,51,PhD,4.27826553371462
1,45,MA,3.096267415800821
1,62,MA,2.956506227053154
0,35,MA,3.585114886475528
0,62,MA,3.4571050136004513
0,47,MA,3.3524072174927233
1,44,MA,4.0551219824004106
1,35,MA,2.995732273553991
1,33,MA,0.9382696385929302
0,62,MA,3.171364842197149
1,63,Professional,1.62924053973028
1,60,MA,3.0044442141560124
1,38,MA,3.7765850345330416
1,52,PhD,3.095577608523707
0,50,PhD,3.4420193761824107
0,43,MA,3.4011973816621555
1,64,MA,2.841581593726733
1,37,MA,3.0900419530247323
1,30,PhD,2.638056829281675
1,28,MA,3.0853444322436783
0,57,PhD,3.8215073136753697
1,39,MA,3.6303230046539126
1,30,MA,3.179646311676199
0,54,MA,4.0551219824004106
1,54,MA,3.9215920754918434
1,37,MA,3.949761851928414
0,44,PhD,4.27826553371462
1,41,PhD,4.27826553371462
0,51,PhD,4.27826553371462
1,50,MA,2.315501318260592
0,45,MA,3.3141860046725258
1,50,MA,4.12744078971129
1,48,MA,3.816712825623821
0,50,MA,3.197559324972202
1,49,MA,3.6303230046539126
0,49,MA,4.1728476237100445
1,56,MA,2.995732273553991
1,46,MA,4.264790324535862
0,48,PhD,3.4036942618607426
1,49,MA,2.740840023925201
0,60,MA,4.27826553371462
0,47,PhD,3.0210425815101556
1,27,MA,2.9444389791664403
1,52,MA,3.630727164189794
1,35,MA,2.315501318260592
1,50,MA,3.624340932976365
0,50,MA,3.9679306373664422
1,52,MA,3.6303230046539126
0,56,MA,3.9580617689161626
1,49,MA,4.0551219824004106
0,51,Professional,3.5580907255170184
0,62,PhD,4.27826553371462
1,42,MA,3.328070978893597
1,35,PhD,3.6831757186972576
0,51,MA,3.9679306373664422
1,36,PhD,3.516124491189194
0,48,PhD,3.6088346631048966
1,52,MA,3.3793642732811477
1,34,MA,2.9562115153917077
0,56,PhD,3.710280068654017
1,57,MA,3.8319782144191064
0,51,MA,3.6495444487152593
1,36,MA,3.8167118256233215
1,44,MA,4.0551228490683195
